case_id,source_index,service,fault_type,level,start_ms,end_ms,duration_seconds,current_main_interval_valid,audit_cpu_repair_applied,split,context_start_ms,context_end_ms
gaia-6a7ff01755c0cdf9,5669,mobservice1,login failure,WARNING,1626027669891,1626027680891,11.0,True,False,train,1626027369891,1626027969891
gaia-5f38057f9b01af34,5670,mobservice1,login failure,WARNING,1626027689915,1626027700915,11.0,True,False,train,1626027389915,1626027989915
gaia-2dfd39ea827ca5bd,5671,mobservice1,login failure,WARNING,1626028097990,1626028108990,11.0,True,False,train,1626027797990,1626028397990
gaia-73f953962b6431e5,5672,mobservice1,login failure,WARNING,1626028208409,1626028219409,11.0,True,False,train,1626027908409,1626028508409
gaia-b611b66274fa62af,5401,mobservice2,login failure,WARNING,1626028371466,1626028382466,11.0,True,False,train,1626028071466,1626028671466
gaia-c1f22ab3e0f5fa15,5673,mobservice1,login failure,WARNING,1626028558138,1626028569138,11.0,True,False,train,1626028258138,1626028858138
gaia-08c5ca93045f59a7,5674,mobservice1,login failure,WARNING,1626028646333,1626028657333,11.0,True,False,train,1626028346333,1626028946333
gaia-5e5333046cd53e8c,5675,mobservice1,login failure,WARNING,1626028963824,1626028974824,11.0,True,False,train,1626028663824,1626029263824
gaia-cb85e8a20a961a30,5402,mobservice2,login failure,WARNING,1626029230847,1626029241847,11.0,True,False,train,1626028930847,1626029530847
gaia-126272e4483846b6,5403,mobservice2,login failure,WARNING,1626029482558,1626029493558,11.0,True,False,train,1626029182558,1626029782558
gaia-7eb18d02dc2211fc,5676,mobservice1,login failure,WARNING,1626029837738,1626029848738,11.0,True,False,train,1626029537738,1626030137738
gaia-fb2d6044b7577faf,5677,mobservice1,login failure,WARNING,1626029940666,1626029951666,11.0,True,False,train,1626029640666,1626030240666
gaia-e691d18a13f2a163,5678,mobservice1,login failure,WARNING,1626029972859,1626029983859,11.0,True,False,train,1626029672859,1626030272859
gaia-0431c49e89ebea2d,5404,mobservice2,login failure,WARNING,1626030127357,1626030138357,11.0,True,False,train,1626029827357,1626030427357
gaia-57ca71e16dc1e3a7,5405,mobservice2,login failure,WARNING,1626030199858,1626030210858,11.0,True,False,train,1626029899858,1626030499858
gaia-f7e7f0d31e666398,5406,mobservice2,login failure,WARNING,1626030237577,1626030248577,11.0,True,False,train,1626029937577,1626030537577
gaia-d70f56be699471a4,5679,mobservice1,login failure,WARNING,1626030337377,1626030348377,11.0,True,False,train,1626030037377,1626030637377
gaia-cc159d70fa6b6e2e,5680,mobservice1,login failure,WARNING,1626030420436,1626030431436,11.0,True,False,train,1626030120436,1626030720436
gaia-6b8bbb441709c1cc,5407,mobservice2,login failure,WARNING,1626030881240,1626030892240,11.0,True,False,train,1626030581240,1626031181240
gaia-b644b5ba76d8abb5,5408,mobservice2,login failure,WARNING,1626030900577,1626030911577,11.0,True,False,train,1626030600577,1626031200577
gaia-6b97dac93ddff1d9,5409,mobservice2,login failure,WARNING,1626031150823,1626031161823,11.0,True,False,train,1626030850823,1626031450823
gaia-d1f0117aaaeacf94,5410,mobservice2,login failure,WARNING,1626031266399,1626031277399,11.0,True,False,train,1626030966399,1626031566399
gaia-e344c0f7e9288eca,5681,mobservice1,login failure,WARNING,1626031279099,1626031290099,11.0,True,False,train,1626030979099,1626031579099
gaia-f556ec8f66bbce43,5411,mobservice2,login failure,WARNING,1626031310966,1626031321966,11.0,True,False,train,1626031010966,1626031610966
gaia-01032af5e3ccb011,5412,mobservice2,login failure,WARNING,1626031398248,1626031409248,11.0,True,False,train,1626031098248,1626031698248
gaia-c96d4a7e5cb0b204,5413,mobservice2,login failure,WARNING,1626031433880,1626031444880,11.0,True,False,train,1626031133880,1626031733880
gaia-6a3da6502d8ab18a,5682,mobservice1,login failure,WARNING,1626031529950,1626031540950,11.0,True,False,train,1626031229950,1626031829950
gaia-f1505f3179386f6b,5414,mobservice2,login failure,WARNING,1626031752438,1626031763438,11.0,True,False,train,1626031452438,1626032052438
gaia-bfb6aedca374462d,5683,mobservice1,login failure,WARNING,1626031949658,1626031960658,11.0,True,False,train,1626031649658,1626032249658
gaia-9540c0ba905da5f4,5415,mobservice2,login failure,WARNING,1626032078453,1626032089453,11.0,True,False,train,1626031778453,1626032378453
gaia-3910893c711a5c27,5416,mobservice2,login failure,WARNING,1626032260456,1626032271456,11.0,True,False,train,1626031960456,1626032560456
gaia-b29bf4f1867094ef,5417,mobservice2,login failure,WARNING,1626032383605,1626032394605,11.0,True,False,train,1626032083605,1626032683605
gaia-b0779b4d8940500b,5418,mobservice2,login failure,WARNING,1626032400845,1626032411845,11.0,True,False,train,1626032100845,1626032700845
gaia-ade7cef7f0a5d5b0,5684,mobservice1,login failure,WARNING,1626032419233,1626032430233,11.0,True,False,train,1626032119233,1626032719233
gaia-015d7ac1c6f99369,5420,mobservice2,login failure,WARNING,1626032478842,1626032489842,11.0,True,False,train,1626032178842,1626032778842
gaia-7fc5730f826cdca4,5424,mobservice2,memory_anomalies,WARNING,1626032529870,1626033129870,600.0,True,False,train,1626032229870,1626033129870
gaia-9b2b612057a904f3,5423,mobservice2,login failure,WARNING,1626033103311,1626033114311,11.0,True,False,train,1626032803311,1626033403311
gaia-1f8292ec1aed0c26,5425,mobservice2,login failure,WARNING,1626033178856,1626033189856,11.0,True,False,train,1626032878856,1626033478856
gaia-2bed6a806fcb29af,5426,mobservice2,login failure,WARNING,1626033361473,1626033372473,11.0,True,False,train,1626033061473,1626033661473
gaia-871345a5caba4b39,5688,mobservice1,login failure,WARNING,1626033633957,1626033644957,11.0,True,False,train,1626033333957,1626033933957
gaia-0c106753d6d149ad,5689,mobservice1,login failure,WARNING,1626033711956,1626033722956,11.0,True,False,train,1626033411956,1626034011956
gaia-ef293bc11955ef34,5690,mobservice1,login failure,WARNING,1626034092979,1626034103979,11.0,True,False,train,1626033792979,1626034392979
gaia-58cd077969311fb0,5691,mobservice1,login failure,WARNING,1626034131258,1626034142258,11.0,True,False,train,1626033831258,1626034431258
gaia-132fbfa8a60c4651,5427,mobservice2,login failure,WARNING,1626034435135,1626034446135,11.0,True,False,train,1626034135135,1626034735135
gaia-ef883c7771063722,5428,mobservice2,login failure,WARNING,1626034487297,1626034498297,11.0,True,False,train,1626034187297,1626034787297
gaia-12ac8944db6e6245,5692,mobservice1,login failure,WARNING,1626034521955,1626034532955,11.0,True,False,train,1626034221955,1626034821955
gaia-d0c6807ffb148bfa,5693,mobservice1,login failure,WARNING,1626034570955,1626034581955,11.0,True,False,train,1626034270955,1626034870955
gaia-5155b83ef7695967,5694,mobservice1,login failure,WARNING,1626034609876,1626034620876,11.0,True,False,train,1626034309876,1626034909876
gaia-f22c05f31d14c191,5695,mobservice1,login failure,WARNING,1626035088680,1626035099680,11.0,True,False,train,1626034788680,1626035388680
gaia-cc2dce71f753efc6,5429,mobservice2,login failure,WARNING,1626035224466,1626035235466,11.0,True,False,train,1626034924466,1626035524466
gaia-1d324ebb64681785,5696,mobservice1,login failure,WARNING,1626035303305,1626035314305,11.0,True,False,train,1626035003305,1626035603305
gaia-38ac73f051f0a64d,5697,mobservice1,login failure,WARNING,1626035393392,1626035404392,11.0,True,False,train,1626035093392,1626035693392
gaia-0746bdd5292aafe0,5430,mobservice2,login failure,WARNING,1626036061087,1626036072087,11.0,True,False,train,1626035761087,1626036361087
gaia-2a4a7b8e4b933850,5431,mobservice2,login failure,WARNING,1626036491232,1626036502232,11.0,True,False,train,1626036191232,1626036791232
gaia-03678846a1167ba8,5432,mobservice2,login failure,WARNING,1626036534383,1626036545383,11.0,True,False,train,1626036234383,1626036834383
gaia-b828bec4eeccb199,5698,mobservice1,login failure,WARNING,1626036602377,1626036613377,11.0,True,False,train,1626036302377,1626036902377
gaia-0937dfb9ff6ce7ea,5360,dbservice2,memory_anomalies,WARNING,1626036854140,1626037454140,600.0,True,False,train,1626036554140,1626037454140
gaia-aa8620aed7b07394,5433,mobservice2,login failure,WARNING,1626037000744,1626037011744,11.0,True,False,train,1626036700744,1626037300744
gaia-bcadf9a7085b9ca7,5434,mobservice2,login failure,WARNING,1626037029761,1626037040761,11.0,True,False,train,1626036729761,1626037329761
gaia-40449508373d3a34,5435,mobservice2,login failure,WARNING,1626037039967,1626037050967,11.0,True,False,train,1626036739967,1626037339967
gaia-8fa47580afa9e3dd,5436,mobservice2,login failure,WARNING,1626037158875,1626037169875,11.0,True,False,train,1626036858875,1626037458875
gaia-2b574a7a8c99dea4,5699,mobservice1,login failure,WARNING,1626037180657,1626037191657,11.0,True,False,train,1626036880657,1626037480657
gaia-afa27b3670a02dca,5700,mobservice1,login failure,WARNING,1626037830504,1626037841504,11.0,True,False,train,1626037530504,1626038130504
gaia-658a1a5c28f63f08,5437,mobservice2,login failure,WARNING,1626037999348,1626038010348,11.0,True,False,train,1626037699348,1626038299348
gaia-119b878a4364f508,5438,mobservice2,login failure,WARNING,1626038014388,1626038025388,11.0,True,False,train,1626037714388,1626038314388
gaia-8bd58367d792e111,5439,mobservice2,login failure,WARNING,1626038746795,1626038757795,11.0,True,False,train,1626038446795,1626039046795
gaia-225faa011babbe33,5440,mobservice2,login failure,WARNING,1626039477527,1626039488527,11.0,True,False,train,1626039177527,1626039777527
gaia-8f29a590b173f235,5441,mobservice2,login failure,WARNING,1626039522069,1626039533069,11.0,True,False,train,1626039222069,1626039822069
gaia-1bdc154d4403b944,5442,mobservice2,login failure,WARNING,1626039811287,1626039822287,11.0,True,False,train,1626039511287,1626040111287
gaia-3adb6c07918cf308,5701,mobservice1,login failure,WARNING,1626039976516,1626039987516,11.0,True,False,train,1626039676516,1626040276516
gaia-1ab57a271fc54050,5702,mobservice1,login failure,WARNING,1626040051554,1626040062554,11.0,True,False,train,1626039751554,1626040351554
gaia-48c54de65f82cab1,5443,mobservice2,login failure,WARNING,1626040067129,1626040078129,11.0,True,False,train,1626039767129,1626040367129
gaia-ff17caeb64f35f11,5703,mobservice1,login failure,WARNING,1626040142648,1626040153648,11.0,True,False,train,1626039842648,1626040442648
gaia-57ceadca7ed3dcee,5865,logservice1,memory_anomalies,WARNING,1626040414975,1626041014975,600.0,True,False,train,1626040114975,1626041014975
gaia-aff9c8a52af9a975,5704,mobservice1,login failure,WARNING,1626040691285,1626040702285,11.0,True,False,train,1626040391285,1626040991285
gaia-779842543f27851c,5705,mobservice1,login failure,WARNING,1626040721713,1626040732713,11.0,True,False,train,1626040421713,1626041021713
gaia-acae03443882ee92,5444,mobservice2,login failure,WARNING,1626040980670,1626040991670,11.0,True,False,train,1626040680670,1626041280670
gaia-586daf94809c7fd8,5706,mobservice1,login failure,WARNING,1626041048668,1626041059668,11.0,True,False,train,1626040748668,1626041348668
gaia-c400843e03dbedbb,5445,mobservice2,login failure,WARNING,1626041099621,1626041110621,11.0,True,False,train,1626040799621,1626041399621
gaia-a31be575438bf6c7,5446,mobservice2,login failure,WARNING,1626041123806,1626041134806,11.0,True,False,train,1626040823806,1626041423806
gaia-5950ffbffa628c11,5707,mobservice1,login failure,WARNING,1626041333826,1626041344826,11.0,True,False,train,1626041033826,1626041633826
gaia-605b6f053210a7b6,5708,mobservice1,login failure,WARNING,1626041579170,1626041590170,11.0,True,False,train,1626041279170,1626041879170
gaia-9e0c5e2f27e7f59b,5447,mobservice2,login failure,WARNING,1626041738487,1626041749487,11.0,True,False,train,1626041438487,1626042038487
gaia-716a9f47c168955c,5709,mobservice1,login failure,WARNING,1626041793180,1626041804180,11.0,True,False,train,1626041493180,1626042093180
gaia-6740405fbed72731,5448,mobservice2,login failure,WARNING,1626042001650,1626042012650,11.0,True,False,train,1626041701650,1626042301650
gaia-b22a95b150997e6b,5449,mobservice2,login failure,WARNING,1626042174778,1626042185778,11.0,True,False,train,1626041874778,1626042474778
gaia-63f65962e62b498e,5450,mobservice2,login failure,WARNING,1626042282553,1626042293553,11.0,True,False,train,1626041982553,1626042582553
gaia-5c35a240d81d8676,5710,mobservice1,login failure,WARNING,1626042297163,1626042308163,11.0,True,False,train,1626041997163,1626042597163
gaia-8632fcf2c1eba692,5711,mobservice1,login failure,WARNING,1626043078947,1626043089947,11.0,True,False,train,1626042778947,1626043378947
gaia-e76cf7ee12079089,5451,mobservice2,login failure,WARNING,1626043081849,1626043092849,11.0,True,False,train,1626042781849,1626043381849
gaia-65b9942d0a6d1f75,5712,mobservice1,login failure,WARNING,1626043534949,1626043545949,11.0,True,False,train,1626043234949,1626043834949
gaia-3f6c8109c378b0e9,5713,mobservice1,login failure,WARNING,1626043657261,1626043668261,11.0,True,False,train,1626043357261,1626043957261
gaia-a0ec2cd4a448aa37,5714,mobservice1,login failure,WARNING,1626043955946,1626043966946,11.0,True,False,train,1626043655946,1626044255946
gaia-33cc4276ea75fcf9,5452,mobservice2,login failure,WARNING,1626044099761,1626044110761,11.0,True,False,train,1626043799761,1626044399761
gaia-037ae46fa2988966,5453,mobservice2,login failure,WARNING,1626044194866,1626044205866,11.0,True,False,train,1626043894866,1626044494866
gaia-c37d9dc06ac4efe4,5715,mobservice1,login failure,WARNING,1626044270902,1626044281902,11.0,True,False,train,1626043970902,1626044570902
gaia-aafa22a63a75e725,5454,mobservice2,login failure,WARNING,1626044463843,1626044474843,11.0,True,False,train,1626044163843,1626044763843
gaia-dfd57cc1441012aa,5455,mobservice2,login failure,WARNING,1626044504847,1626044515847,11.0,True,False,train,1626044204847,1626044804847
gaia-f7d81b94df7a887a,5716,mobservice1,login failure,WARNING,1626044531036,1626044542036,11.0,True,False,train,1626044231036,1626044831036
gaia-24e59b591a5710da,5456,mobservice2,login failure,WARNING,1626044664292,1626044675292,11.0,True,False,train,1626044364292,1626044964292
gaia-b402376d71d868a6,5633,redisservice2,memory_anomalies,WARNING,1626044887141,1626045487141,600.0,True,False,train,1626044587141,1626045487141
gaia-e994a7e295dfecdf,5457,mobservice2,login failure,WARNING,1626045006510,1626045017510,11.0,True,False,train,1626044706510,1626045306510
gaia-aa66edddb055579a,5717,mobservice1,login failure,WARNING,1626045056697,1626045067697,11.0,True,False,train,1626044756697,1626045356697
gaia-015869dda01cb3fc,5718,mobservice1,login failure,WARNING,1626045227816,1626045238816,11.0,True,False,train,1626044927816,1626045527816
gaia-1228ca9a9fc8fd40,5719,mobservice1,login failure,WARNING,1626045696382,1626045707382,11.0,True,False,train,1626045396382,1626045996382
gaia-5ff1f5af3b513666,5458,mobservice2,login failure,WARNING,1626046208667,1626046219667,11.0,True,False,train,1626045908667,1626046508667
gaia-3642f5fa20934f3d,5459,mobservice2,login failure,WARNING,1626046319403,1626046330403,11.0,True,False,train,1626046019403,1626046619403
gaia-c1bb3db7d533577e,5720,mobservice1,login failure,WARNING,1626046393906,1626046404906,11.0,True,False,train,1626046093906,1626046693906
gaia-061bca4e4cc65423,5460,mobservice2,login failure,WARNING,1626046459449,1626046470449,11.0,True,False,train,1626046159449,1626046759449
gaia-a8bf7ae378196d83,5461,mobservice2,login failure,WARNING,1626046869153,1626046880153,11.0,True,False,train,1626046569153,1626047169153
gaia-d8804654a133bcd1,5721,mobservice1,login failure,WARNING,1626047102117,1626047113117,11.0,True,False,train,1626046802117,1626047402117
gaia-f455f80de0a70ef5,5722,mobservice1,login failure,WARNING,1626047269333,1626047280333,11.0,True,False,train,1626046969333,1626047569333
gaia-cdff0830eda08ed7,5723,mobservice1,login failure,WARNING,1626047387473,1626047398473,11.0,True,False,train,1626047087473,1626047687473
gaia-acb5cb69f5397b8d,5462,mobservice2,login failure,WARNING,1626047452401,1626047463401,11.0,True,False,train,1626047152401,1626047752401
gaia-19a2e1facb63ba5c,5463,mobservice2,login failure,WARNING,1626047623287,1626047634287,11.0,True,False,train,1626047323287,1626047923287
gaia-9a2d09d5bd12b445,5724,mobservice1,login failure,WARNING,1626048022708,1626048033708,11.0,True,False,train,1626047722708,1626048322708
gaia-3dc74b1d050ede03,5725,mobservice1,login failure,WARNING,1626048245121,1626048256121,11.0,True,False,train,1626047945121,1626048545121
gaia-a81eab6310e42fed,5464,mobservice2,login failure,WARNING,1626048314600,1626048325600,11.0,True,False,train,1626048014600,1626048614600
gaia-2b3c6ec1af60cef3,5726,mobservice1,login failure,WARNING,1626048492035,1626048503035,11.0,True,False,train,1626048192035,1626048792035
gaia-5763d173cdcbb354,5727,mobservice1,login failure,WARNING,1626048542132,1626048553132,11.0,True,False,train,1626048242132,1626048842132
gaia-0fd45810280ba1c0,5465,mobservice2,login failure,WARNING,1626049390933,1626049401933,11.0,True,False,train,1626049090933,1626049690933
gaia-72bcd079fc7a7881,5728,mobservice1,login failure,WARNING,1626049405369,1626049416369,11.0,True,False,train,1626049105369,1626049705369
gaia-84a603d449f6628b,5729,mobservice1,login failure,WARNING,1626049477312,1626049488312,11.0,True,False,train,1626049177312,1626049777312
gaia-5052df0d997c16ca,5730,mobservice1,login failure,WARNING,1626049577835,1626049588835,11.0,True,False,train,1626049277835,1626049877835
gaia-0e191576a33b65ca,5731,mobservice1,login failure,WARNING,1626049622778,1626049633778,11.0,True,False,train,1626049322778,1626049922778
gaia-67bf5934cfb44c4e,5466,mobservice2,login failure,WARNING,1626049692009,1626049703009,11.0,True,False,train,1626049392009,1626049992009
gaia-1494692cf71ca011,5732,mobservice1,login failure,WARNING,1626049852437,1626049863437,11.0,True,False,train,1626049552437,1626050152437
gaia-1eb21818f5718fec,5733,mobservice1,login failure,WARNING,1626049878865,1626049889865,11.0,True,False,train,1626049578865,1626050178865
gaia-ac172d32ee8fe0ec,5866,logservice1,memory_anomalies,WARNING,1626050097327,1626050697327,600.0,True,False,train,1626049797327,1626050697327
gaia-d28c8b97600ba2cd,5374,webservice1,memory_anomalies,WARNING,1626050271670,1626050871670,600.0,True,False,train,1626049971670,1626050871670
gaia-dd3551d31e04c6ac,5467,mobservice2,login failure,WARNING,1626050453360,1626050464360,11.0,True,False,train,1626050153360,1626050753360
gaia-cd6795b1cff61328,5734,mobservice1,login failure,WARNING,1626050503944,1626050514944,11.0,True,False,train,1626050203944,1626050803944
gaia-133369cd06a6c582,5735,mobservice1,login failure,WARNING,1626050580024,1626050591024,11.0,True,False,train,1626050280024,1626050880024
gaia-0b016f48839e88e8,5468,mobservice2,login failure,WARNING,1626050812936,1626050823936,11.0,True,False,train,1626050512936,1626051112936
gaia-8488be7b66bfb1e9,5469,mobservice2,login failure,WARNING,1626051114717,1626051125717,11.0,True,False,train,1626050814717,1626051414717
gaia-9a7062372d14e0ce,5736,mobservice1,login failure,WARNING,1626051265216,1626051276216,11.0,True,False,train,1626050965216,1626051565216
gaia-e2699de44fec6ad6,5470,mobservice2,login failure,WARNING,1626051570771,1626051581771,11.0,True,False,train,1626051270771,1626051870771
gaia-9d7e61580c74664e,5471,mobservice2,login failure,WARNING,1626051771688,1626051782688,11.0,True,False,train,1626051471688,1626052071688
gaia-ff4fe9ce4e9b0c3c,5472,mobservice2,login failure,WARNING,1626051791033,1626051802033,11.0,True,False,train,1626051491033,1626052091033
gaia-687e978e7e35802a,5473,mobservice2,login failure,WARNING,1626052574876,1626052585876,11.0,True,False,train,1626052274876,1626052874876
gaia-18d01a848f64dfbb,5737,mobservice1,login failure,WARNING,1626052669277,1626052680277,11.0,True,False,train,1626052369277,1626052969277
gaia-0bf74189cbe1c0ac,5738,mobservice1,login failure,WARNING,1626052865169,1626052876169,11.0,True,False,train,1626052565169,1626053165169
gaia-6a80f2c82a65e72e,5474,mobservice2,login failure,WARNING,1626052977495,1626052988495,11.0,True,False,train,1626052677495,1626053277495
gaia-ba797021adab2155,5475,mobservice2,login failure,WARNING,1626053078323,1626053089323,11.0,True,False,train,1626052778323,1626053378323
gaia-c7651424741d29fa,5739,mobservice1,login failure,WARNING,1626053294779,1626053305779,11.0,True,False,train,1626052994779,1626053594779
gaia-cd6371aaf257877e,5740,mobservice1,login failure,WARNING,1626053617229,1626053628229,11.0,True,False,train,1626053317229,1626053917229
gaia-555bd42638d3a33f,5476,mobservice2,login failure,WARNING,1626054428787,1626054439787,11.0,True,False,train,1626054128787,1626054728787
gaia-909bcae28090bd72,5477,mobservice2,login failure,WARNING,1626054542133,1626054553133,11.0,True,False,train,1626054242133,1626054842133
gaia-31fa8915c758d269,5478,mobservice2,login failure,WARNING,1626054599304,1626054610304,11.0,True,False,train,1626054299304,1626054899304
gaia-42fa41d0718fad1b,5479,mobservice2,login failure,WARNING,1626054782600,1626054793600,11.0,True,False,train,1626054482600,1626055082600
gaia-c095354a00f68224,5741,mobservice1,login failure,WARNING,1626055106624,1626055117624,11.0,True,False,train,1626054806624,1626055406624
gaia-410bc748740d5b61,5480,mobservice2,login failure,WARNING,1626055368967,1626055379967,11.0,True,False,train,1626055068967,1626055668967
gaia-46aadd90dfc977ed,5742,mobservice1,login failure,WARNING,1626055536149,1626055547149,11.0,True,False,train,1626055236149,1626055836149
gaia-8024bb262e16a136,5481,mobservice2,login failure,WARNING,1626055958582,1626055969582,11.0,True,False,train,1626055658582,1626056258582
gaia-573fbdc8edd8a801,5743,mobservice1,login failure,WARNING,1626056396523,1626056407523,11.0,True,False,train,1626056096523,1626056696523
gaia-7b50a624ac472a19,5744,mobservice1,login failure,WARNING,1626056413301,1626056424301,11.0,True,False,train,1626056113301,1626056713301
gaia-e854920480504df8,5745,mobservice1,login failure,WARNING,1626056440031,1626056451031,11.0,True,False,train,1626056140031,1626056740031
gaia-3898d7dd7dc3520a,5746,mobservice1,login failure,WARNING,1626056466405,1626056477405,11.0,True,False,train,1626056166405,1626056766405
gaia-a43c0de1a089dd00,5867,logservice1,memory_anomalies,WARNING,1626056674427,1626057274427,600.0,True,False,train,1626056374427,1626057274427
gaia-db5895921c27bed7,5747,mobservice1,login failure,WARNING,1626056800300,1626056811300,11.0,True,False,train,1626056500300,1626057100300
gaia-427a36d23ae45293,5748,mobservice1,login failure,WARNING,1626056811889,1626056822889,11.0,True,False,train,1626056511889,1626057111889
gaia-5c6f97174140adc7,5482,mobservice2,login failure,WARNING,1626056845762,1626056856762,11.0,True,False,train,1626056545762,1626057145762
gaia-38c22f78942ea039,5749,mobservice1,login failure,WARNING,1626056884772,1626056895772,11.0,True,False,train,1626056584772,1626057184772
gaia-a632ee7416becf9e,5483,mobservice2,login failure,WARNING,1626056921788,1626056932788,11.0,True,False,train,1626056621788,1626057221788
gaia-c21992b0fb949b56,5484,mobservice2,login failure,WARNING,1626057248643,1626057259643,11.0,True,False,train,1626056948643,1626057548643
gaia-b1fbc356a01f8458,5750,mobservice1,login failure,WARNING,1626057887764,1626057898764,11.0,True,False,train,1626057587764,1626058187764
gaia-6387037f688fd380,5485,mobservice2,login failure,WARNING,1626057913609,1626057924609,11.0,True,False,train,1626057613609,1626058213609
gaia-884c4c597e0dd3f9,5751,mobservice1,login failure,WARNING,1626058266396,1626058277396,11.0,True,False,train,1626057966396,1626058566396
gaia-73bcd38492bc1bf2,5752,mobservice1,login failure,WARNING,1626058403131,1626058414131,11.0,True,False,train,1626058103131,1626058703131
gaia-c5e1da467deca187,5753,mobservice1,login failure,WARNING,1626058777633,1626058788633,11.0,True,False,train,1626058477633,1626059077633
gaia-59ee3e535435cae9,5486,mobservice2,login failure,WARNING,1626058895028,1626058906028,11.0,True,False,train,1626058595028,1626059195028
gaia-7e47321e64bf4123,5754,mobservice1,login failure,WARNING,1626058913194,1626058924194,11.0,True,False,train,1626058613194,1626059213194
gaia-f7c0d1e0059cb5e4,5755,mobservice1,login failure,WARNING,1626058943947,1626058954947,11.0,True,False,train,1626058643947,1626059243947
gaia-4820b13d315fb604,5756,mobservice1,login failure,WARNING,1626059136966,1626059147966,11.0,True,False,train,1626058836966,1626059436966
gaia-ab1436f39f7090e0,5757,mobservice1,login failure,WARNING,1626059446495,1626059457495,11.0,True,False,train,1626059146495,1626059746495
gaia-c6689c26bd555661,5758,mobservice1,login failure,WARNING,1626059585797,1626059596797,11.0,True,False,train,1626059285797,1626059885797
gaia-0b75f20d9c8532fa,5487,mobservice2,login failure,WARNING,1626059829760,1626059840760,11.0,True,False,train,1626059529760,1626060129760
gaia-6149d33916b2b721,5488,mobservice2,login failure,WARNING,1626059982597,1626059993597,11.0,True,False,train,1626059682597,1626060282597
gaia-0b2c7a8e9315809d,5759,mobservice1,login failure,WARNING,1626060537509,1626060548509,11.0,True,False,train,1626060237509,1626060837509
gaia-deafa6c6b594c6a6,5760,mobservice1,login failure,WARNING,1626060666768,1626060677768,11.0,True,False,train,1626060366768,1626060966768
gaia-7911a6a2e052040b,5489,mobservice2,login failure,WARNING,1626060749685,1626060760685,11.0,True,False,train,1626060449685,1626061049685
gaia-27141a625489b002,5490,mobservice2,login failure,WARNING,1626060851840,1626060862840,11.0,True,False,train,1626060551840,1626061151840
gaia-9adf732e1d394a5a,5491,mobservice2,login failure,WARNING,1626060916866,1626060927866,11.0,True,False,train,1626060616866,1626061216866
gaia-602c8af32247cc39,5761,mobservice1,login failure,WARNING,1626060984276,1626060995276,11.0,True,False,train,1626060684276,1626061284276
gaia-3e61d68c7a33f5e9,5762,mobservice1,login failure,WARNING,1626061618021,1626061629021,11.0,True,False,train,1626061318021,1626061918021
gaia-07d63aae76cb8b27,5763,mobservice1,login failure,WARNING,1626062014786,1626062025786,11.0,True,False,train,1626061714786,1626062314786
gaia-1e9da026b47ed0e8,5492,mobservice2,login failure,WARNING,1626062133877,1626062144877,11.0,True,False,train,1626061833877,1626062433877
gaia-444c6338ea2d105e,5764,mobservice1,login failure,WARNING,1626062622954,1626062633954,11.0,True,False,train,1626062322954,1626062922954
gaia-0a1a51e266110363,5765,mobservice1,login failure,WARNING,1626063023200,1626063034200,11.0,True,False,train,1626062723200,1626063323200
gaia-6fe8ae9287d21a59,5493,mobservice2,login failure,WARNING,1626063098503,1626063109503,11.0,True,False,train,1626062798503,1626063398503
gaia-c78fc018339ca519,5494,mobservice2,login failure,WARNING,1626063202478,1626063213478,11.0,True,False,train,1626062902478,1626063502478
gaia-2eef3b7af8a710ce,5766,mobservice1,login failure,WARNING,1626063257703,1626063268703,11.0,True,False,train,1626062957703,1626063557703
gaia-8b7677d46ff5359d,5495,mobservice2,login failure,WARNING,1626063296771,1626063307771,11.0,True,False,train,1626062996771,1626063596771
gaia-25581e8a45356844,5496,mobservice2,login failure,WARNING,1626063628051,1626063639051,11.0,True,False,train,1626063328051,1626063928051
gaia-1b608c85c2df8d8f,5497,mobservice2,login failure,WARNING,1626063697662,1626063708662,11.0,True,False,train,1626063397662,1626063997662
gaia-ea9116695bf359d7,5498,mobservice2,login failure,WARNING,1626063708697,1626063719697,11.0,True,False,train,1626063408697,1626064008697
gaia-cf58502495653569,5767,mobservice1,login failure,WARNING,1626063980405,1626063991405,11.0,True,False,train,1626063680405,1626064280405
gaia-d7bbf8f9327234c0,5499,mobservice2,login failure,WARNING,1626064288501,1626064299501,11.0,True,False,train,1626063988501,1626064588501
gaia-e20d3620d203fed7,5500,mobservice2,login failure,WARNING,1626064357561,1626064368561,11.0,True,False,train,1626064057561,1626064657561
gaia-323c2ae6febe22ae,5768,mobservice1,login failure,WARNING,1626064597046,1626064608046,11.0,True,False,train,1626064297046,1626064897046
gaia-12cd90377d347289,5501,mobservice2,login failure,WARNING,1626064670136,1626064681136,11.0,True,False,train,1626064370136,1626064970136
gaia-909735ee24b26811,5769,mobservice1,login failure,WARNING,1626064678094,1626064689094,11.0,True,False,train,1626064378094,1626064978094
gaia-de286aa7b2da152a,5770,mobservice1,login failure,WARNING,1626064927248,1626064938248,11.0,True,False,train,1626064627248,1626065227248
gaia-00295480bc9d9093,5771,mobservice1,login failure,WARNING,1626065134556,1626065145556,11.0,True,False,train,1626064834556,1626065434556
gaia-a97406ed5fccd8f3,5772,mobservice1,login failure,WARNING,1626065182472,1626065193472,11.0,True,False,train,1626064882472,1626065482472
