case_id,track,prediction_id,t_hat,gt_start_ms,detection_delay_seconds,root_service,fault_type,ada_rca_top1,ada_rca_labelled_rank
gaia-v3-15387,classification,test-pred-002433,1627495800000,1627495770681,29.319,mobservice1,login_failure,mobservice2,2
gaia-v3-15388,classification,test-pred-002434,1627496040000,1627496026426,13.574,mobservice1,login_failure,mobservice2,2
gaia-v3-15087,classification,test-pred-002435,1627496130000,1627496089631,40.369,mobservice2,login_failure,mobservice2,1
gaia-v3-15088,classification,test-pred-002436,1627496280000,1627496258249,21.751,mobservice2,login_failure,mobservice2,1
gaia-v3-15089,classification,test-pred-002437,1627496460000,1627496437999,22.001,mobservice2,login_failure,mobservice1,2
gaia-v3-15389,classification,test-pred-002438,1627496520000,1627496497320,22.68,mobservice1,login_failure,mobservice2,2
gaia-v3-15390,classification,test-pred-002439,1627496700000,1627496684193,15.807,mobservice1,login_failure,mobservice2,6
gaia-v3-15391,classification,test-pred-002440,1627497000000,1627496978466,21.534,mobservice1,login_failure,mobservice2,2
gaia-v3-15392,classification,test-pred-002441,1627497180000,1627497142134,37.866,mobservice1,login_failure,mobservice1,1
gaia-v3-15393,classification,test-pred-002442,1627497300000,1627497277410,22.59,mobservice1,login_failure,mobservice1,1
gaia-v3-15090,classification,test-pred-002443,1627497540000,1627497524153,15.847,mobservice2,login_failure,mobservice2,1
gaia-v3-15394,classification,test-pred-002444,1627497630000,1627497611052,18.948,mobservice1,login_failure,mobservice1,1
gaia-v3-15395,classification,test-pred-002445,1627497810000,1627497795375,14.625,mobservice1,login_failure,mobservice2,2
gaia-v3-15396,classification,test-pred-002446,1627497990000,1627497971842,18.158,mobservice1,login_failure,mobservice1,1
gaia-v3-15091,classification,test-pred-002447,1627498140000,1627498107212,32.788,mobservice2,login_failure,mobservice1,2
gaia-v3-15092,classification,test-pred-002448,1627498320000,1627498279664,40.336,mobservice2,login_failure,mobservice2,1
gaia-v3-15095,classification,test-pred-002449,1627498380000,1627498367347,12.653,mobservice2,login_failure,mobservice1,2
gaia-v3-15096,classification,test-pred-002450,1627498560000,1627498547692,12.308,mobservice2,login_failure,mobservice1,2
gaia-v3-15398,classification,test-pred-002451,1627498710000,1627498693127,16.873,mobservice1,login_failure,mobservice2,2
gaia-v3-15097,classification,test-pred-002452,1627498800000,1627498782943,17.057,mobservice2,login_failure,mobservice2,1
gaia-v3-15098,classification,test-pred-002453,1627499040000,1627499001263,38.737,mobservice2,login_failure,mobservice1,2
gaia-v3-15401,classification,test-pred-002454,1627499220000,1627499198285,21.715,mobservice1,login_failure,mobservice1,1
gaia-v3-15402,classification,test-pred-002455,1627499310000,1627499270200,39.8,mobservice1,login_failure,mobservice2,2
gaia-v3-15099,classification,test-pred-002456,1627499490000,1627499468922,21.078,mobservice2,login_failure,mobservice1,2
gaia-v3-15404,classification,test-pred-002457,1627499910000,1627499890615,19.385,mobservice1,login_failure,mobservice2,2
gaia-v3-15406,classification,test-pred-002458,1627500090000,1627500063251,26.749,mobservice1,login_failure,mobservice1,1
gaia-v3-15407,classification,test-pred-002459,1627500300000,1627500269068,30.932,mobservice1,login_failure,mobservice2,2
gaia-v3-15101,classification,test-pred-002460,1627500390000,1627500361241,28.759,mobservice2,login_failure,mobservice2,1
gaia-v3-15408,classification,test-pred-002461,1627500690000,1627500659933,30.067,mobservice1,login_failure,mobservice1,1
gaia-v3-15102,classification,test-pred-002462,1627500960000,1627500919840,40.16,mobservice2,login_failure,mobservice2,1
gaia-v3-15104,classification,test-pred-002463,1627501380000,1627501345896,34.104,mobservice2,login_failure,mobservice1,2
gaia-v3-15412,classification,test-pred-002464,1627501470000,1627501445374,24.626,mobservice1,login_failure,mobservice2,2
gaia-v3-15108,classification,test-pred-002465,1627501530000,1627501523421,6.579,mobservice2,login_failure,mobservice2,1
gaia-v3-15109,classification,test-pred-002466,1627501680000,1627501645804,34.196,mobservice2,login_failure,mobservice2,1
gaia-v3-15110,classification,test-pred-002467,1627501800000,1627501780349,19.651,mobservice2,login_failure,mobservice2,1
gaia-v3-15111,classification,test-pred-002468,1627501860000,1627501840636,19.364,mobservice2,login_failure,mobservice1,2
gaia-v3-15415,classification,test-pred-002469,1627501920000,1627501880421,39.579,mobservice1,login_failure,redisservice2,2
gaia-v3-15113,classification,test-pred-002470,1627502190000,1627502157628,32.372,mobservice2,login_failure,mobservice1,4
gaia-v3-15416,classification,test-pred-002471,1627502280000,1627502249411,30.589,mobservice1,login_failure,mobservice1,1
gaia-v3-15417,classification,test-pred-002472,1627502340000,1627502299786,40.214,mobservice1,login_failure,mobservice1,1
gaia-v3-15037,classification,test-pred-002473,1627502430000,1627502400667,29.333,webservice1,file_moving,webservice1,1
gaia-v3-15424,classification,test-pred-002474,1627503180000,1627503175709,4.291,mobservice1,login_failure,mobservice1,1
gaia-v3-15425,classification,test-pred-002475,1627503300000,1627503273909,26.091,mobservice1,login_failure,mobservice1,1
gaia-v3-15116,classification,test-pred-002476,1627503450000,1627503413961,36.039,mobservice2,login_failure,mobservice2,1
gaia-v3-15119,classification,test-pred-002477,1627503600000,1627503595619,4.381,mobservice2,login_failure,mobservice2,1
gaia-v3-15427,classification,test-pred-002478,1627503810000,1627503791777,18.223,mobservice1,login_failure,mobservice2,2
gaia-v3-15120,classification,test-pred-002479,1627503870000,1627503858100,11.9,mobservice2,login_failure,mobservice1,2
gaia-v3-15428,classification,test-pred-002480,1627503930000,1627503910361,19.639,mobservice1,login_failure,mobservice1,1
gaia-v3-15429,classification,test-pred-002481,1627503990000,1627503976685,13.315,mobservice1,login_failure,mobservice2,3
gaia-v3-15430,classification,test-pred-002482,1627504290000,1627504277104,12.896,mobservice1,login_failure,mobservice2,3
gaia-v3-15431,classification,test-pred-002483,1627504410000,1627504370224,39.776,mobservice1,login_failure,mobservice1,1
gaia-v3-15433,classification,test-pred-002484,1627504560000,1627504522253,37.747,mobservice1,login_failure,mobservice2,3
gaia-v3-15121,classification,test-pred-002485,1627504650000,1627504618081,31.919,mobservice2,login_failure,mobservice2,1
gaia-v3-15122,classification,test-pred-002486,1627504800000,1627504766101,33.899,mobservice2,login_failure,mobservice1,2
gaia-v3-15434,classification,test-pred-002487,1627504860000,1627504842204,17.796,mobservice1,login_failure,mobservice1,1
gaia-v3-15435,classification,test-pred-002488,1627505190000,1627505157365,32.635,mobservice1,login_failure,mobservice2,2
gaia-v3-15123,classification,test-pred-002489,1627505250000,1627505225110,24.89,mobservice2,login_failure,mobservice2,1
gaia-v3-15436,classification,test-pred-002490,1627505700000,1627505660768,39.232,mobservice1,login_failure,mobservice1,1
gaia-v3-15437,classification,test-pred-002491,1627505790000,1627505766698,23.302,mobservice1,login_failure,mobservice2,2
gaia-v3-15438,classification,test-pred-002492,1627506090000,1627506064381,25.619,mobservice1,login_failure,mobservice2,2
gaia-v3-15125,classification,test-pred-002493,1627506420000,1627506417265,2.735,mobservice2,login_failure,mobservice2,1
gaia-v3-15440,classification,test-pred-002494,1627506900000,1627506888779,11.221,mobservice1,login_failure,mobservice1,1
gaia-v3-15441,classification,test-pred-002495,1627507020000,1627506991503,28.497,mobservice1,login_failure,mobservice2,2
gaia-v3-15442,classification,test-pred-002496,1627507110000,1627507092831,17.169,mobservice1,login_failure,mobservice1,1
gaia-v3-15443,classification,test-pred-002497,1627507170000,1627507140036,29.964,mobservice1,login_failure,mobservice1,1
gaia-v3-15444,classification,test-pred-002498,1627507260000,1627507233313,26.687,mobservice1,login_failure,mobservice2,2
gaia-v3-15127,classification,test-pred-002499,1627507320000,1627507292493,27.507,mobservice2,login_failure,mobservice2,1
gaia-v3-15128,classification,test-pred-002500,1627507470000,1627507456172,13.828,mobservice2,login_failure,mobservice1,2
gaia-v3-15129,classification,test-pred-002501,1627507680000,1627507664561,15.439,mobservice2,login_failure,mobservice1,2
gaia-v3-15130,classification,test-pred-002502,1627507920000,1627507900306,19.694,mobservice2,login_failure,mobservice1,2
gaia-v3-15131,classification,test-pred-002503,1627508280000,1627508274127,5.873,mobservice2,login_failure,mobservice2,1
gaia-v3-15132,classification,test-pred-002504,1627508400000,1627508379916,20.084,mobservice2,login_failure,mobservice1,2
gaia-v3-15133,classification,test-pred-002505,1627508490000,1627508478927,11.073,mobservice2,login_failure,mobservice1,2
gaia-v3-15448,classification,test-pred-002506,1627508610000,1627508587469,22.531,mobservice1,login_failure,webservice1,3
gaia-v3-15134,classification,test-pred-002507,1627508700000,1627508673612,26.388,mobservice2,login_failure,mobservice1,2
gaia-v3-15135,classification,test-pred-002508,1627508850000,1627508818267,31.733,mobservice2,login_failure,mobservice2,1
gaia-v3-15449,classification,test-pred-002509,1627509030000,1627509009376,20.624,mobservice1,login_failure,mobservice1,1
gaia-v3-15450,classification,test-pred-002510,1627509090000,1627509063093,26.907,mobservice1,login_failure,mobservice1,1
gaia-v3-15451,classification,test-pred-002511,1627509210000,1627509189367,20.633,mobservice1,login_failure,mobservice2,2
gaia-v3-15136,classification,test-pred-002512,1627509360000,1627509341836,18.164,mobservice2,login_failure,mobservice1,4
gaia-v3-15137,classification,test-pred-002513,1627509660000,1627509636468,23.532,mobservice2,login_failure,mobservice2,1
gaia-v3-15452,classification,test-pred-002514,1627509810000,1627509776827,33.173,mobservice1,login_failure,mobservice2,2
gaia-v3-15454,classification,test-pred-002515,1627509930000,1627509925939,4.061,mobservice1,login_failure,mobservice1,1
gaia-v3-15455,classification,test-pred-002516,1627510080000,1627510048969,31.031,mobservice1,login_failure,mobservice2,2
gaia-v3-15456,classification,test-pred-002517,1627510500000,1627510481151,18.849,mobservice1,login_failure,mobservice1,1
gaia-v3-15141,classification,test-pred-002518,1627510980000,1627510940017,39.983,mobservice2,login_failure,mobservice2,1
gaia-v3-15143,classification,test-pred-002519,1627511070000,1627511053251,16.749,mobservice2,login_failure,mobservice1,2
gaia-v3-15458,classification,test-pred-002520,1627511130000,1627511107288,22.712,mobservice1,login_failure,mobservice1,1
gaia-v3-15144,classification,test-pred-002521,1627511250000,1627511209026,40.974,mobservice2,login_failure,mobservice1,2
gaia-v3-15460,classification,test-pred-002522,1627511310000,1627511279557,30.443,mobservice1,login_failure,mobservice1,1
gaia-v3-15461,classification,test-pred-002523,1627511370000,1627511344729,25.271,mobservice1,login_failure,mobservice2,2
gaia-v3-15463,classification,test-pred-002524,1627512420000,1627512417723,2.277,mobservice1,login_failure,mobservice1,1
gaia-v3-15145,classification,test-pred-002525,1627512720000,1627512700273,19.727,mobservice2,login_failure,mobservice1,2
gaia-v3-15468,classification,test-pred-002526,1627513260000,1627513243005,16.995,mobservice1,login_failure,mobservice2,2
gaia-v3-15469,classification,test-pred-002527,1627513830000,1627513789296,40.704,mobservice1,login_failure,mobservice1,1
gaia-v3-15470,classification,test-pred-002528,1627513890000,1627513859841,30.159,mobservice1,login_failure,mobservice2,2
gaia-v3-15472,classification,test-pred-002529,1627514220000,1627514186009,33.991,mobservice1,login_failure,mobservice2,2
gaia-v3-15473,classification,test-pred-002530,1627514310000,1627514269190,40.81,mobservice1,login_failure,mobservice2,2
gaia-v3-15147,classification,test-pred-002531,1627514400000,1627514365087,34.913,mobservice2,login_failure,mobservice1,2
gaia-v3-15475,classification,test-pred-002532,1627514520000,1627514485093,34.907,mobservice1,login_failure,mobservice2,2
gaia-v3-15148,classification,test-pred-002533,1627514670000,1627514638136,31.864,mobservice2,login_failure,mobservice2,1
gaia-v3-15151,classification,test-pred-002534,1627514970000,1627514934965,35.035,mobservice2,login_failure,mobservice2,1
gaia-v3-15476,classification,test-pred-002535,1627515180000,1627515148076,31.924,mobservice1,login_failure,mobservice1,1
gaia-v3-15152,classification,test-pred-002536,1627515270000,1627515262280,7.72,mobservice2,login_failure,mobservice2,1
gaia-v3-15156,classification,test-pred-002537,1627515480000,1627515444156,35.844,mobservice2,login_failure,mobservice1,2
gaia-v3-15478,classification,test-pred-002538,1627515570000,1627515534093,35.907,mobservice1,login_failure,mobservice2,2
gaia-v3-15479,classification,test-pred-002539,1627515870000,1627515835369,34.631,mobservice1,login_failure,mobservice2,2
gaia-v3-15157,classification,test-pred-002540,1627515990000,1627515964216,25.784,mobservice2,login_failure,mobservice1,2
gaia-v3-15043,classification,test-pred-002541,1627516140000,1627516106617,33.383,dbservice2,memory_anomalies,mobservice2,10
gaia-v3-15158,classification,test-pred-002542,1627516200000,1627516181627,18.373,mobservice2,login_failure,mobservice1,2
gaia-v3-15482,classification,test-pred-002543,1627516260000,1627516220865,39.135,mobservice1,login_failure,mobservice2,2
gaia-v3-15159,classification,test-pred-002544,1627516410000,1627516377032,32.968,mobservice2,login_failure,mobservice1,2
gaia-v3-15161,classification,test-pred-002545,1627516590000,1627516575934,14.066,mobservice2,login_failure,mobservice2,1
gaia-v3-15162,classification,test-pred-002546,1627517070000,1627517058367,11.633,mobservice2,login_failure,mobservice1,2
gaia-v3-15484,classification,test-pred-002547,1627517190000,1627517152571,37.429,mobservice1,login_failure,mobservice2,2
gaia-v3-15163,classification,test-pred-002548,1627517280000,1627517264799,15.201,mobservice2,login_failure,mobservice1,2
gaia-v3-15485,classification,test-pred-002549,1627517370000,1627517332501,37.499,mobservice1,login_failure,mobservice1,1
gaia-v3-15486,classification,test-pred-002550,1627517430000,1627517403421,26.579,mobservice1,login_failure,mobservice1,1
gaia-v3-15487,classification,test-pred-002551,1627517790000,1627517756191,33.809,mobservice1,login_failure,mobservice1,1
gaia-v3-15488,classification,test-pred-002552,1627517880000,1627517839013,40.987,mobservice1,login_failure,mobservice2,2
gaia-v3-15166,classification,test-pred-002553,1627518090000,1627518073739,16.261,mobservice2,login_failure,mobservice1,2
gaia-v3-15167,classification,test-pred-002554,1627518180000,1627518147452,32.548,mobservice2,login_failure,mobservice2,1
gaia-v3-15168,classification,test-pred-002555,1627518330000,1627518307779,22.221,mobservice2,login_failure,mobservice2,1
gaia-v3-15169,classification,test-pred-002556,1627518390000,1627518361822,28.178,mobservice2,login_failure,mobservice2,1
gaia-v3-15489,classification,test-pred-002557,1627518570000,1627518557248,12.752,mobservice1,login_failure,mobservice1,1
gaia-v3-15490,classification,test-pred-002558,1627518660000,1627518632447,27.553,mobservice1,login_failure,mobservice1,1
gaia-v3-15491,classification,test-pred-002559,1627518720000,1627518683066,36.934,mobservice1,login_failure,mobservice2,3
gaia-v3-15492,classification,test-pred-002560,1627519260000,1627519244640,15.36,mobservice1,login_failure,mobservice2,2
gaia-v3-15172,classification,test-pred-002561,1627519410000,1627519405381,4.619,mobservice2,login_failure,mobservice2,1
gaia-v3-15173,classification,test-pred-002562,1627519920000,1627519894856,25.144,mobservice2,login_failure,mobservice1,2
gaia-v3-15494,classification,test-pred-002563,1627520100000,1627520062567,37.433,mobservice1,login_failure,mobservice2,2
gaia-v3-15174,classification,test-pred-002564,1627520160000,1627520128334,31.666,mobservice2,login_failure,mobservice1,2
gaia-v3-15175,classification,test-pred-002565,1627520400000,1627520372593,27.407,mobservice2,login_failure,mobservice2,1
gaia-v3-15495,classification,test-pred-002566,1627520640000,1627520607256,32.744,mobservice1,login_failure,mobservice2,2
gaia-v3-15176,classification,test-pred-002567,1627520910000,1627520890576,19.424,mobservice2,login_failure,mobservice1,5
gaia-v3-15498,classification,test-pred-002568,1627521030000,1627520998657,31.343,mobservice1,login_failure,mobservice1,1
gaia-v3-15177,classification,test-pred-002569,1627521210000,1627521195967,14.033,mobservice2,login_failure,mobservice2,1
gaia-v3-15178,classification,test-pred-002570,1627521270000,1627521247114,22.886,mobservice2,login_failure,mobservice1,2
gaia-v3-15499,classification,test-pred-002571,1627521630000,1627521613539,16.461,mobservice1,login_failure,mobservice1,1
gaia-v3-15500,classification,test-pred-002572,1627521750000,1627521713980,36.02,mobservice1,login_failure,mobservice2,2
gaia-v3-15179,classification,test-pred-002573,1627522080000,1627522051905,28.095,mobservice2,login_failure,logservice2,4
gaia-v3-15180,classification,test-pred-002574,1627522680000,1627522656637,23.363,mobservice2,login_failure,mobservice2,1
gaia-v3-15501,classification,test-pred-002575,1627523070000,1627523058575,11.425,mobservice1,login_failure,mobservice2,2
gaia-v3-15181,classification,test-pred-002576,1627523310000,1627523284697,25.303,mobservice2,login_failure,mobservice1,2
gaia-v3-15182,classification,test-pred-002577,1627523760000,1627523722826,37.174,mobservice2,login_failure,mobservice2,1
gaia-v3-15183,classification,test-pred-002578,1627523880000,1627523848118,31.882,mobservice2,login_failure,mobservice1,2
gaia-v3-15504,classification,test-pred-002579,1627523940000,1627523926676,13.324,mobservice1,login_failure,mobservice1,1
gaia-v3-15184,classification,test-pred-002580,1627524480000,1627524468190,11.81,mobservice2,login_failure,mobservice1,7
gaia-v3-15506,classification,test-pred-002581,1627524600000,1627524572457,27.543,mobservice1,login_failure,mobservice1,1
gaia-v3-15185,classification,test-pred-002582,1627524780000,1627524744492,35.508,mobservice2,login_failure,mobservice2,1
gaia-v3-15191,classification,test-pred-002583,1627524900000,1627524899202,0.798,mobservice2,memory_anomalies,mobservice2,1
gaia-v3-15187,classification,test-pred-002584,1627524990000,1627524961333,28.667,mobservice2,login_failure,mobservice2,1
gaia-v3-15190,classification,test-pred-002585,1627525410000,1627525406283,3.717,mobservice2,login_failure,mobservice2,1
gaia-v3-15507,classification,test-pred-002586,1627525530000,1627525505728,24.272,mobservice1,login_failure,mobservice1,1
gaia-v3-15509,classification,test-pred-002587,1627525620000,1627525592161,27.839,mobservice1,login_failure,mobservice1,1
gaia-v3-15193,classification,test-pred-002588,1627525830000,1627525801850,28.15,mobservice2,login_failure,mobservice2,1
gaia-v3-15194,classification,test-pred-002589,1627525950000,1627525925489,24.511,mobservice2,login_failure,mobservice2,1
gaia-v3-15195,classification,test-pred-002590,1627526010000,1627525995721,14.279,mobservice2,login_failure,mobservice2,1
gaia-v3-15196,classification,test-pred-002591,1627526100000,1627526080969,19.031,mobservice2,login_failure,mobservice2,1
gaia-v3-15197,classification,test-pred-002592,1627526580000,1627526567817,12.183,mobservice2,login_failure,mobservice1,2
gaia-v3-15198,classification,test-pred-002593,1627526700000,1627526665065,34.935,mobservice2,login_failure,mobservice1,2
gaia-v3-15511,classification,test-pred-002594,1627526790000,1627526778293,11.707,mobservice1,login_failure,mobservice2,2
gaia-v3-15512,classification,test-pred-002595,1627526970000,1627526930559,39.441,mobservice1,login_failure,mobservice1,1
gaia-v3-15513,classification,test-pred-002596,1627527060000,1627527037615,22.385,mobservice1,login_failure,mobservice2,2
gaia-v3-15199,classification,test-pred-002597,1627527150000,1627527121016,28.984,mobservice2,login_failure,mobservice2,1
gaia-v3-15200,classification,test-pred-002598,1627527570000,1627527556541,13.459,mobservice2,login_failure,mobservice1,2
gaia-v3-15201,classification,test-pred-002599,1627528650000,1627528634971,15.029,mobservice2,login_failure,mobservice2,1
gaia-v3-15202,classification,test-pred-002600,1627528800000,1627528768566,31.434,mobservice2,login_failure,logservice1,3
gaia-v3-15203,classification,test-pred-002601,1627528920000,1627528888217,31.783,mobservice2,login_failure,mobservice1,2
gaia-v3-15204,classification,test-pred-002602,1627529100000,1627529084951,15.049,mobservice2,login_failure,mobservice2,1
gaia-v3-15514,classification,test-pred-002603,1627529370000,1627529333284,36.716,mobservice1,login_failure,mobservice2,2
gaia-v3-15205,classification,test-pred-002604,1627529460000,1627529420432,39.568,mobservice2,login_failure,mobservice1,2
gaia-v3-15206,classification,test-pred-002605,1627530120000,1627530103263,16.737,mobservice2,login_failure,mobservice1,2
gaia-v3-15517,classification,test-pred-002606,1627530210000,1627530188407,21.593,mobservice1,login_failure,mobservice2,2
gaia-v3-15519,classification,test-pred-002607,1627530330000,1627530321616,8.384,mobservice1,login_failure,mobservice1,1
gaia-v3-15520,classification,test-pred-002608,1627530510000,1627530496563,13.437,mobservice1,login_failure,mobservice2,2
gaia-v3-15207,classification,test-pred-002609,1627530630000,1627530613445,16.555,mobservice2,login_failure,mobservice1,2
gaia-v3-15521,classification,test-pred-002610,1627530750000,1627530735238,14.762,mobservice1,login_failure,mobservice2,4
gaia-v3-15208,classification,test-pred-002611,1627530840000,1627530824057,15.943,mobservice2,login_failure,mobservice2,1
gaia-v3-15209,classification,test-pred-002612,1627530930000,1627530894236,35.764,mobservice2,login_failure,mobservice1,2
gaia-v3-15522,classification,test-pred-002613,1627531020000,1627531005121,14.879,mobservice1,login_failure,mobservice2,2
gaia-v3-15523,classification,test-pred-002614,1627531170000,1627531159287,10.713,mobservice1,login_failure,mobservice1,1
gaia-v3-15525,classification,test-pred-002615,1627531440000,1627531419703,20.297,mobservice1,login_failure,mobservice2,2
gaia-v3-15211,classification,test-pred-002616,1627531500000,1627531469870,30.13,mobservice2,login_failure,mobservice2,1
gaia-v3-15212,classification,test-pred-002617,1627531590000,1627531561888,28.112,mobservice2,login_failure,mobservice1,2
gaia-v3-15213,classification,test-pred-002618,1627531710000,1627531687655,22.345,mobservice2,login_failure,mobservice2,1
gaia-v3-15214,classification,test-pred-002619,1627531830000,1627531792402,37.598,mobservice2,login_failure,mobservice1,2
gaia-v3-15526,classification,test-pred-002620,1627532190000,1627532153330,36.67,mobservice1,login_failure,mobservice2,2
gaia-v3-15215,classification,test-pred-002621,1627532250000,1627532233737,16.263,mobservice2,login_failure,mobservice1,2
gaia-v3-15529,classification,test-pred-002622,1627532430000,1627532416690,13.31,mobservice1,login_failure,mobservice1,1
gaia-v3-15216,classification,test-pred-002623,1627532700000,1627532684247,15.753,mobservice2,login_failure,mobservice2,1
gaia-v3-15217,classification,test-pred-002624,1627532820000,1627532797652,22.348,mobservice2,login_failure,mobservice2,1
gaia-v3-15218,classification,test-pred-002625,1627532880000,1627532841147,38.853,mobservice2,login_failure,mobservice1,2
gaia-v3-15530,classification,test-pred-002626,1627533000000,1627532985154,14.846,mobservice1,login_failure,mobservice1,1
gaia-v3-15531,classification,test-pred-002627,1627533120000,1627533107166,12.834,mobservice1,login_failure,mobservice2,2
gaia-v3-15532,classification,test-pred-002628,1627533240000,1627533214751,25.249,mobservice1,login_failure,mobservice2,2
gaia-v3-15220,classification,test-pred-002629,1627533300000,1627533299177,0.823,mobservice2,login_failure,mobservice1,2
gaia-v3-15221,classification,test-pred-002630,1627533420000,1627533405838,14.162,mobservice2,login_failure,mobservice1,2
gaia-v3-15222,classification,test-pred-002631,1627533600000,1627533564931,35.069,mobservice2,login_failure,mobservice2,1
gaia-v3-15223,classification,test-pred-002632,1627533660000,1627533632801,27.199,mobservice2,login_failure,mobservice2,1
gaia-v3-15224,classification,test-pred-002633,1627533780000,1627533773366,6.634,mobservice2,login_failure,mobservice1,2
gaia-v3-15539,classification,test-pred-002634,1627533930000,1627533929689,0.311,mobservice1,login_failure,mobservice2,2
gaia-v3-15225,classification,test-pred-002635,1627534020000,1627533996436,23.564,mobservice2,login_failure,mobservice2,1
gaia-v3-15226,classification,test-pred-002636,1627534170000,1627534153273,16.727,mobservice2,login_failure,mobservice1,2
gaia-v3-15540,classification,test-pred-002637,1627534230000,1627534193455,36.545,mobservice1,login_failure,mobservice2,2
gaia-v3-15227,classification,test-pred-002638,1627534350000,1627534322464,27.536,mobservice2,login_failure,mobservice1,2
gaia-v3-15228,classification,test-pred-002639,1627534680000,1627534657558,22.442,mobservice2,login_failure,webservice2,2
gaia-v3-15229,classification,test-pred-002640,1627535100000,1627535074205,25.795,mobservice2,login_failure,mobservice1,2
gaia-v3-15541,classification,test-pred-002641,1627535220000,1627535199750,20.25,mobservice1,login_failure,mobservice1,1
gaia-v3-15543,classification,test-pred-002642,1627535430000,1627535398513,31.487,mobservice1,login_failure,mobservice2,2
gaia-v3-15544,classification,test-pred-002643,1627535580000,1627535557449,22.551,mobservice1,login_failure,mobservice1,1
gaia-v3-15231,classification,test-pred-002644,1627535820000,1627535790957,29.043,mobservice2,login_failure,mobservice1,2
gaia-v3-15232,classification,test-pred-002645,1627536000000,1627535980648,19.352,mobservice2,login_failure,mobservice1,2
gaia-v3-15545,classification,test-pred-002646,1627536210000,1627536175511,34.489,mobservice1,login_failure,mobservice1,1
gaia-v3-15233,classification,test-pred-002647,1627536330000,1627536295065,34.935,mobservice2,login_failure,mobservice2,1
gaia-v3-15234,classification,test-pred-002648,1627536450000,1627536431875,18.125,mobservice2,login_failure,mobservice2,1
gaia-v3-15546,classification,test-pred-002649,1627536660000,1627536648420,11.58,mobservice1,login_failure,mobservice2,2
gaia-v3-15547,classification,test-pred-002650,1627536780000,1627536743279,36.721,mobservice1,login_failure,mobservice1,1
gaia-v3-15548,classification,test-pred-002651,1627536930000,1627536896132,33.868,mobservice1,login_failure,mobservice1,1
gaia-v3-15550,classification,test-pred-002652,1627537020000,1627536988909,31.091,mobservice1,login_failure,mobservice2,2
gaia-v3-15551,classification,test-pred-002653,1627537410000,1627537383098,26.902,mobservice1,login_failure,mobservice2,2
gaia-v3-15235,classification,test-pred-002654,1627537500000,1627537485112,14.888,mobservice2,login_failure,mobservice2,1
gaia-v3-15236,classification,test-pred-002655,1627537560000,1627537526898,33.102,mobservice2,login_failure,mobservice1,2
gaia-v3-15553,classification,test-pred-002656,1627537680000,1627537663491,16.509,mobservice1,login_failure,mobservice1,1
gaia-v3-15554,classification,test-pred-002657,1627538130000,1627538113927,16.073,mobservice1,login_failure,mobservice1,1
gaia-v3-15555,classification,test-pred-002658,1627538190000,1627538173327,16.673,mobservice1,login_failure,mobservice1,1
gaia-v3-15557,classification,test-pred-002659,1627538250000,1627538227552,22.448,mobservice1,login_failure,mobservice1,1
gaia-v3-15558,classification,test-pred-002660,1627538310000,1627538286194,23.806,mobservice1,login_failure,mobservice2,5
gaia-v3-15237,classification,test-pred-002661,1627538760000,1627538719541,40.459,mobservice2,login_failure,mobservice2,1
gaia-v3-15559,classification,test-pred-002662,1627538820000,1627538803841,16.159,mobservice1,login_failure,mobservice1,1
gaia-v3-15560,classification,test-pred-002663,1627539030000,1627539007727,22.273,mobservice1,login_failure,mobservice2,2
gaia-v3-15239,classification,test-pred-002664,1627539090000,1627539053385,36.615,mobservice2,login_failure,mobservice2,1
gaia-v3-15561,classification,test-pred-002665,1627539360000,1627539343688,16.312,mobservice1,login_failure,mobservice2,2
gaia-v3-15562,classification,test-pred-002666,1627539660000,1627539621616,38.384,mobservice1,login_failure,mobservice1,1
gaia-v3-15563,classification,test-pred-002667,1627539750000,1627539733649,16.351,mobservice1,login_failure,mobservice2,2
gaia-v3-15241,classification,test-pred-002668,1627539870000,1627539859784,10.216,mobservice2,login_failure,mobservice2,1
gaia-v3-15564,classification,test-pred-002669,1627539960000,1627539923639,36.361,mobservice1,login_failure,mobservice2,2
gaia-v3-15242,classification,test-pred-002670,1627540020000,1627539996381,23.619,mobservice2,login_failure,mobservice2,1
gaia-v3-15565,classification,test-pred-002671,1627540470000,1627540432115,37.885,mobservice1,login_failure,mobservice1,1
gaia-v3-15566,classification,test-pred-002672,1627540860000,1627540843846,16.154,mobservice1,login_failure,mobservice2,2
gaia-v3-15567,classification,test-pred-002673,1627541010000,1627540996409,13.591,mobservice1,login_failure,mobservice1,1
gaia-v3-15244,classification,test-pred-002674,1627541280000,1627541261457,18.543,mobservice2,login_failure,mobservice2,1
gaia-v3-15571,classification,test-pred-002675,1627541580000,1627541555032,24.968,mobservice1,login_failure,mobservice1,1
gaia-v3-15245,classification,test-pred-002676,1627541670000,1627541649070,20.93,mobservice2,login_failure,mobservice1,2
gaia-v3-15246,classification,test-pred-002677,1627541760000,1627541742960,17.04,mobservice2,login_failure,mobservice2,1
gaia-v3-15247,classification,test-pred-002678,1627541820000,1627541783600,36.4,mobservice2,login_failure,mobservice1,3
gaia-v3-15574,classification,test-pred-002679,1627542000000,1627541965729,34.271,mobservice1,login_failure,mobservice2,2
gaia-v3-15248,classification,test-pred-002680,1627542060000,1627542029960,30.04,mobservice2,login_failure,mobservice2,1
