case_id,source_index,service,fault_type,level,start_ms,end_ms,duration_seconds,current_main_interval_valid,audit_cpu_repair_applied
gaia-e2450c51ffccbeef,5003,mobservice2,login failure,WARNING,1625995612481,1625995623481,11.0,True,False
gaia-7b0c59e8a87c7081,5004,mobservice2,login failure,WARNING,1625995693864,1625995704864,11.0,True,False
gaia-29b9da44493680ef,5005,mobservice2,login failure,WARNING,1625996076754,1625996087754,11.0,True,False
gaia-41d33266ead3ec60,5006,mobservice2,login failure,WARNING,1625996359379,1625996370379,11.0,True,False
gaia-7e7fe276805cd91b,5007,mobservice2,login failure,WARNING,1625996496964,1625996507964,11.0,True,False
gaia-cf827c30e8c59063,5008,mobservice2,login failure,WARNING,1625996560307,1625996571307,11.0,True,False
gaia-b51bd7c0fa6d8454,5009,mobservice2,login failure,WARNING,1625997043005,1625997054005,11.0,True,False
gaia-00151df6f417eb73,5010,mobservice2,login failure,WARNING,1625997192706,1625997203706,11.0,True,False
gaia-73ca8d50a15ab323,5011,mobservice2,login failure,WARNING,1625997470419,1625997481419,11.0,True,False
gaia-c8385d86325943f2,5012,mobservice2,login failure,WARNING,1625998260788,1625998271788,11.0,True,False
gaia-bcf1d6d27e356624,5013,mobservice2,login failure,WARNING,1625998594609,1625998605609,11.0,True,False
gaia-c5e5a2c00d62f4c7,5014,mobservice2,login failure,WARNING,1625998688654,1625998699654,11.0,True,False
gaia-50238e1171dff399,5015,mobservice2,login failure,WARNING,1625999034809,1625999045809,11.0,True,False
gaia-944c32bc71aa08ff,5016,mobservice2,login failure,WARNING,1625999409945,1625999420945,11.0,True,False
gaia-321a96dad10bc0a5,5017,mobservice2,login failure,WARNING,1625999869309,1625999880309,11.0,True,False
gaia-8b65bfd31964510c,5018,mobservice2,login failure,WARNING,1626000215891,1626000226891,11.0,True,False
gaia-2892f933b30f0d2e,5019,mobservice2,login failure,WARNING,1626000463695,1626000474695,11.0,True,False
gaia-21bde3ac20872d6d,5020,mobservice2,login failure,WARNING,1626000812134,1626000823134,11.0,True,False
gaia-ffdbc6d78e68d5bc,5021,mobservice2,login failure,WARNING,1626001154765,1626001165765,11.0,True,False
gaia-d8ed68bb4c94c580,5022,mobservice2,login failure,WARNING,1626001419233,1626001430233,11.0,True,False
gaia-b6fedc1054069c55,5023,mobservice2,login failure,WARNING,1626001474770,1626001485770,11.0,True,False
gaia-b40f6daae97da304,5024,mobservice2,memory_anomalies,WARNING,1626000874430,1626001474430,600.0,True,False
gaia-dd5349610bfba7e3,5025,mobservice2,login failure,WARNING,1626001570656,1626001581656,11.0,True,False
gaia-22f10ae3995321a6,5026,mobservice2,login failure,WARNING,1626001925739,1626001936739,11.0,True,False
gaia-6318b7989c26923b,5027,mobservice2,login failure,WARNING,1626002009942,1626002020942,11.0,True,False
gaia-a69065dfa3012e6d,5028,mobservice2,login failure,WARNING,1626002047817,1626002058817,11.0,True,False
gaia-681f13e0a4d0affc,5029,mobservice2,login failure,WARNING,1626002075658,1626002086658,11.0,True,False
gaia-b5a43488e3bc4bd3,5030,mobservice2,login failure,WARNING,1626002417823,1626002428823,11.0,True,False
gaia-1932d161d8099e2f,5031,mobservice2,login failure,WARNING,1626002865268,1626002876268,11.0,True,False
gaia-e670455650a6594f,5032,mobservice2,login failure,WARNING,1626003076727,1626003087727,11.0,True,False
gaia-57732078f6eea275,5033,mobservice2,login failure,WARNING,1626003262113,1626003273113,11.0,True,False
gaia-506721c53b760eea,5034,mobservice2,login failure,WARNING,1626003349722,1626003360722,11.0,True,False
gaia-76b2784c241578de,5035,mobservice2,login failure,WARNING,1626003493511,1626003504511,11.0,True,False
gaia-883c9344892c6a3a,5036,mobservice2,login failure,WARNING,1626003516035,1626003527035,11.0,True,False
gaia-6eb53a39c3828efa,5037,mobservice2,login failure,WARNING,1626003542480,1626003553480,11.0,True,False
gaia-f7c1c37bafe04e1e,5038,mobservice2,login failure,WARNING,1626003801323,1626003812323,11.0,True,False
gaia-543bde53bb5dfaea,5039,mobservice2,login failure,WARNING,1626004204586,1626004215586,11.0,True,False
gaia-09b3cee566c82e76,5040,mobservice2,login failure,WARNING,1626004233152,1626004244152,11.0,True,False
gaia-5a49b8a9a9562d77,5041,mobservice2,login failure,WARNING,1626004670742,1626004681742,11.0,True,False
gaia-1d149d37f2f1d129,5042,mobservice2,login failure,WARNING,1626004690994,1626004701994,11.0,True,False
gaia-38c6b169ee307457,5043,mobservice2,login failure,WARNING,1626004872105,1626004883105,11.0,True,False
gaia-4e722a6af027cbe9,5044,mobservice2,login failure,WARNING,1626005074110,1626005085110,11.0,True,False
gaia-80c1645cd9689eb1,5045,mobservice2,login failure,WARNING,1626005173050,1626005184050,11.0,True,False
gaia-dbb4ad02c0b05f49,5046,mobservice2,login failure,WARNING,1626005305876,1626005316876,11.0,True,False
gaia-05082954a91935d4,5047,mobservice2,login failure,WARNING,1626005595555,1626005606555,11.0,True,False
gaia-e95404112bf3b7ac,5048,mobservice2,login failure,WARNING,1626005627097,1626005638097,11.0,True,False
gaia-ecbfef650e42d77c,5049,mobservice2,login failure,WARNING,1626005898002,1626005909002,11.0,True,False
gaia-ce19bc74232ad991,5050,mobservice2,login failure,WARNING,1626006249736,1626006260736,11.0,True,False
gaia-f34fc22007a211ac,5051,mobservice2,login failure,WARNING,1626006369745,1626006380745,11.0,True,False
gaia-ce183bc614506267,5052,mobservice2,login failure,WARNING,1626006461017,1626006472017,11.0,True,False
gaia-2a18776282db2ac3,5053,mobservice2,login failure,WARNING,1626006636260,1626006647260,11.0,True,False
gaia-d578a7b65ee1e85d,5054,mobservice2,login failure,WARNING,1626006668357,1626006679357,11.0,True,False
gaia-3e4468961584da6e,5055,mobservice2,login failure,WARNING,1626006965402,1626006976402,11.0,True,False
gaia-fc86b5706bceb91d,5056,mobservice2,login failure,WARNING,1626008297133,1626008308133,11.0,True,False
gaia-d0e61b706be1d2b6,5057,mobservice2,login failure,WARNING,1626008678338,1626008689338,11.0,True,False
gaia-3651767a3e878a0a,5058,mobservice2,login failure,WARNING,1626008902903,1626008913903,11.0,True,False
gaia-6d7253683858add5,5059,mobservice2,login failure,WARNING,1626008986920,1626008997920,11.0,True,False
gaia-1787117e06643cdc,5060,mobservice2,login failure,WARNING,1626009202767,1626009213767,11.0,True,False
gaia-6b0a5fce3882447c,5061,mobservice2,login failure,WARNING,1626009524243,1626009535243,11.0,True,False
gaia-08b28e251e1931a4,5062,mobservice2,login failure,WARNING,1626009544549,1626009555549,11.0,True,False
gaia-b9dc3a6e6e69e43c,5063,mobservice2,login failure,WARNING,1626009647281,1626009658281,11.0,True,False
gaia-934ee2bba3c9a37c,5064,mobservice2,login failure,WARNING,1626009725281,1626009736281,11.0,True,False
gaia-35da5fbbba2fdbdc,5065,mobservice2,login failure,WARNING,1626010100747,1626010111747,11.0,True,False
gaia-b370e76ecf9dd78f,5066,mobservice2,login failure,WARNING,1626010823643,1626010834643,11.0,True,False
gaia-93de19a031e56890,5067,mobservice2,login failure,WARNING,1626010918615,1626010929615,11.0,True,False
gaia-dc060b9a261b7ff1,5068,mobservice2,login failure,WARNING,1626011094346,1626011105346,11.0,True,False
gaia-f754ddae0f454edb,5069,mobservice2,login failure,WARNING,1626011329513,1626011340513,11.0,True,False
gaia-dd8d1463f1e3028f,5070,mobservice2,login failure,WARNING,1626012094560,1626012105560,11.0,True,False
gaia-6053696ed2b72763,5071,mobservice2,login failure,WARNING,1626012428158,1626012439158,11.0,True,False
gaia-989cb3213359e5ff,5072,mobservice2,login failure,WARNING,1626013063320,1626013074320,11.0,True,False
gaia-acac3d0cee5b8b86,5073,mobservice2,login failure,WARNING,1626013173173,1626013184173,11.0,True,False
gaia-c26257d4fe68801d,5074,mobservice2,login failure,WARNING,1626013426359,1626013437359,11.0,True,False
gaia-3e99cea887e7458b,5075,mobservice2,login failure,WARNING,1626013538139,1626013549139,11.0,True,False
gaia-625b61cd0018331b,5076,mobservice2,login failure,WARNING,1626013595135,1626013606135,11.0,True,False
gaia-d4ae6c3a3bf9aed8,5077,mobservice2,login failure,WARNING,1626014508582,1626014519582,11.0,True,False
gaia-db2dc32713e6d340,5078,mobservice2,login failure,WARNING,1626014630594,1626014641594,11.0,True,False
gaia-e18755a803720cac,5079,mobservice2,login failure,WARNING,1626014804869,1626014815869,11.0,True,False
gaia-5af10f16df464455,5080,mobservice2,login failure,WARNING,1626014960036,1626014971036,11.0,True,False
gaia-ebd695105e66bfe3,5081,mobservice2,login failure,WARNING,1626015494759,1626015505759,11.0,True,False
gaia-fbfa3bcc90161785,5082,mobservice2,login failure,WARNING,1626015841558,1626015852558,11.0,True,False
gaia-28d5a0734d9b1efe,5083,mobservice2,login failure,WARNING,1626016010850,1626016021850,11.0,True,False
gaia-5277e159b60f5b19,5084,mobservice2,login failure,WARNING,1626016056687,1626016067687,11.0,True,False
gaia-98ecaf931c80c9c0,5085,mobservice2,login failure,WARNING,1626016182804,1626016193804,11.0,True,False
gaia-fd495cd5d6545be7,5086,mobservice2,login failure,WARNING,1626017178420,1626017189420,11.0,True,False
gaia-f760a1122d8a44b0,5087,mobservice2,login failure,WARNING,1626017755336,1626017766336,11.0,True,False
gaia-bc42a538dfab3ad4,5088,mobservice2,login failure,WARNING,1626017975509,1626017986509,11.0,True,False
gaia-ca05a3f03a7e11f4,5089,mobservice2,login failure,WARNING,1626018003769,1626018014769,11.0,True,False
gaia-42f9925f046076d6,5090,mobservice2,login failure,WARNING,1626018493116,1626018504116,11.0,True,False
gaia-aef915fc6c472d65,5091,mobservice1,memory_anomalies,WARNING,1625932229458,1625932829458,600.0,True,False
gaia-b99c055a36569d75,5092,mobservice1,login failure,WARNING,1625932926472,1625932937472,11.0,True,False
gaia-44317654e1e61d9d,5093,mobservice1,login failure,WARNING,1625933974136,1625933985136,11.0,True,False
gaia-2edcda648adc35c9,5094,mobservice1,login failure,WARNING,1625933993065,1625934004065,11.0,True,False
gaia-5192ac73b9493a73,5095,mobservice1,login failure,WARNING,1625935058248,1625935069248,11.0,True,False
gaia-319667d74ab17d28,5096,mobservice1,login failure,WARNING,1625935969271,1625935980271,11.0,True,False
gaia-c234845ba5495d6c,5097,mobservice1,login failure,WARNING,1625936088890,1625936099890,11.0,True,False
gaia-b7c1b5dd57d966aa,5098,mobservice1,login failure,WARNING,1625936373716,1625936384716,11.0,True,False
gaia-67023c733d85670a,5099,mobservice1,login failure,WARNING,1625936744728,1625936755728,11.0,True,False
gaia-359a71fe84de2ce6,5100,mobservice1,login failure,WARNING,1625938055360,1625938066360,11.0,True,False
gaia-8f8a18d6a428322b,5101,mobservice1,login failure,WARNING,1625938488504,1625938499504,11.0,True,False
gaia-53067c07eae144a3,5102,mobservice1,login failure,WARNING,1625938733900,1625938744900,11.0,True,False
gaia-b2816b6dce7dc3de,5103,mobservice1,login failure,WARNING,1625939147840,1625939158840,11.0,True,False
gaia-6f717216f4a0bceb,5104,mobservice1,login failure,WARNING,1625939531169,1625939542169,11.0,True,False
gaia-a5a7371336308050,5105,mobservice1,login failure,WARNING,1625939568718,1625939579718,11.0,True,False
gaia-7c06b6281451607b,5106,mobservice1,login failure,WARNING,1625939757888,1625939768888,11.0,True,False
gaia-dea272578c805d6f,5107,mobservice1,login failure,WARNING,1625940156438,1625940167438,11.0,True,False
gaia-8b20cf14bb5b915c,5108,mobservice1,login failure,WARNING,1625940305434,1625940316434,11.0,True,False
gaia-c501254154b585e9,5109,mobservice1,login failure,WARNING,1625940647820,1625940658820,11.0,True,False
gaia-03e62fd32d568554,5110,mobservice1,login failure,WARNING,1625941616120,1625941627120,11.0,True,False
gaia-53ec3b701377a88f,5111,mobservice1,login failure,WARNING,1625941692562,1625941703562,11.0,True,False
gaia-084fe6728177672a,5112,mobservice1,login failure,WARNING,1625942512350,1625942523350,11.0,True,False
gaia-877dd54654f6879e,5113,mobservice1,login failure,WARNING,1625942721100,1625942732100,11.0,True,False
gaia-2145f5156f32bbb0,5114,mobservice1,login failure,WARNING,1625943356300,1625943367300,11.0,True,False
gaia-1bc02178cfafcad1,5115,mobservice1,login failure,WARNING,1625943505046,1625943516046,11.0,True,False
gaia-0cda27e2a0c76fb6,5116,mobservice1,login failure,WARNING,1625944077020,1625944088020,11.0,True,False
gaia-9d6b44d9f7793643,5117,mobservice1,login failure,WARNING,1625944110863,1625944121863,11.0,True,False
gaia-19c4fa7b5328b099,5118,mobservice1,login failure,WARNING,1625944149855,1625944160855,11.0,True,False
gaia-caa29377c6287de2,5119,mobservice1,login failure,WARNING,1625944221231,1625944232231,11.0,True,False
gaia-8c73ec8bcc5252fc,5120,mobservice1,login failure,WARNING,1625944240985,1625944251985,11.0,True,False
gaia-2325e6082e062f68,5121,mobservice1,login failure,WARNING,1625945045732,1625945056732,11.0,True,False
gaia-7aa29259ac113f37,5122,mobservice1,login failure,WARNING,1625945129344,1625945140344,11.0,True,False
gaia-a1c59b384c3268fe,5123,mobservice1,login failure,WARNING,1625945302884,1625945313884,11.0,True,False
gaia-12970e82a216d91b,5124,mobservice1,login failure,WARNING,1625945648998,1625945659998,11.0,True,False
gaia-d5bab1c44cc2e498,5128,mobservice1,login failure,WARNING,1625946201227,1625946212227,11.0,True,False
gaia-15513467fc70e24a,5129,mobservice1,login failure,WARNING,1625946549997,1625946560997,11.0,True,False
gaia-3500106440402173,5130,mobservice1,login failure,WARNING,1625946863674,1625946874674,11.0,True,False
gaia-64943860dfca95e8,5131,mobservice1,login failure,WARNING,1625948172582,1625948183582,11.0,True,False
gaia-92bbb85c4e62bee8,5132,mobservice1,login failure,WARNING,1625948258827,1625948269827,11.0,True,False
gaia-68ef552134fe9fc5,5133,mobservice1,login failure,WARNING,1625948605584,1625948616584,11.0,True,False
gaia-173afc2903d82a81,5134,mobservice1,login failure,WARNING,1625948846762,1625948857762,11.0,True,False
gaia-5ac20aea828e7065,5135,mobservice1,login failure,WARNING,1625948858416,1625948869416,11.0,True,False
gaia-e8dd0169f28e3904,5136,mobservice1,memory_anomalies,WARNING,1625948507474,1625949107474,600.0,True,False
gaia-6ddddb2c3fb16073,5137,mobservice1,login failure,WARNING,1625949254478,1625949265478,11.0,True,False
gaia-a6a1c2bbd8cf3a8b,5138,mobservice1,login failure,WARNING,1625949967298,1625949978298,11.0,True,False
gaia-355fa6b6ca781d30,5139,mobservice1,login failure,WARNING,1625950211944,1625950222944,11.0,True,False
gaia-a9e8c4f6890f6f1c,5140,mobservice1,login failure,WARNING,1625951022505,1625951033505,11.0,True,False
gaia-6ef62fdd1047ef3b,5141,mobservice1,login failure,WARNING,1625951620403,1625951631403,11.0,True,False
gaia-55d7d79833d0ddeb,5142,mobservice1,login failure,WARNING,1625951770574,1625951781574,11.0,True,False
gaia-7e062a60117ff2ee,5143,mobservice1,login failure,WARNING,1625952208984,1625952219984,11.0,True,False
gaia-1b515b65518d739a,5144,mobservice1,login failure,WARNING,1625952243947,1625952254947,11.0,True,False
gaia-fcd318026b025b9f,5145,mobservice1,login failure,WARNING,1625953222620,1625953233620,11.0,True,False
gaia-4e22b93b76fea90e,5146,mobservice1,login failure,WARNING,1625953538685,1625953549685,11.0,True,False
gaia-b8ca011ea3793c6a,5147,mobservice1,login failure,WARNING,1625953736749,1625953747749,11.0,True,False
gaia-c3150877fe01f8ae,5148,mobservice1,login failure,WARNING,1625954123560,1625954134560,11.0,True,False
gaia-5bcc8c3cc74f90cc,5149,mobservice1,login failure,WARNING,1625954810569,1625954821569,11.0,True,False
gaia-6c3c43cfdb7eef0d,5150,mobservice1,login failure,WARNING,1625955277021,1625955288021,11.0,True,False
gaia-89299a410b79d3a8,5151,mobservice1,login failure,WARNING,1625955342559,1625955353559,11.0,True,False
gaia-dc1158e173f2211e,5152,mobservice1,login failure,WARNING,1625955873539,1625955884539,11.0,True,False
gaia-2fdd401531cc161f,5153,mobservice1,login failure,WARNING,1625956894862,1625956905862,11.0,True,False
gaia-9555f5c8ac9c5f1f,5154,mobservice1,login failure,WARNING,1625957201329,1625957212329,11.0,True,False
gaia-f98e2cfccf652913,5155,mobservice1,login failure,WARNING,1625957497408,1625957508408,11.0,True,False
gaia-eef5db112609def8,5156,mobservice1,login failure,WARNING,1625957616586,1625957627586,11.0,True,False
gaia-44f5972dfb008a3b,5157,mobservice1,login failure,WARNING,1625957707293,1625957718293,11.0,True,False
gaia-2ab978b825489e6d,5158,mobservice1,login failure,WARNING,1625957864850,1625957875850,11.0,True,False
gaia-14c3f1d588ee9f08,5159,mobservice1,login failure,WARNING,1625957940388,1625957951388,11.0,True,False
gaia-1b5f0fbb280f1362,5160,mobservice1,login failure,WARNING,1625958395476,1625958406476,11.0,True,False
gaia-44903e9cc7e93e6d,5161,mobservice1,login failure,WARNING,1625958421453,1625958432453,11.0,True,False
gaia-c148ebd83ffb8170,5162,mobservice1,login failure,WARNING,1625958613239,1625958624239,11.0,True,False
gaia-b4664ddd4ae3557c,5163,mobservice1,login failure,WARNING,1625958939918,1625958950918,11.0,True,False
gaia-8b4d5e73eda76bf0,5164,mobservice1,login failure,WARNING,1625960346523,1625960357523,11.0,True,False
gaia-acf0a8ac99129216,5165,mobservice1,login failure,WARNING,1625960783407,1625960794407,11.0,True,False
gaia-7bd69391b433ca2e,5166,mobservice1,login failure,WARNING,1625960906727,1625960917727,11.0,True,False
gaia-b70da8c293745fd8,5167,mobservice1,login failure,WARNING,1625960932203,1625960943203,11.0,True,False
gaia-9ee0dd3c9358c796,5168,mobservice1,login failure,WARNING,1625960948541,1625960959541,11.0,True,False
gaia-9dc1255ff37a6a32,5169,mobservice1,login failure,WARNING,1625961218382,1625961229382,11.0,True,False
gaia-eb20af64ee28b3f3,5170,mobservice1,login failure,WARNING,1625962042102,1625962053102,11.0,True,False
gaia-25905efa2e906830,5171,mobservice1,login failure,WARNING,1625962092437,1625962103437,11.0,True,False
gaia-797ac573dc605961,5172,mobservice1,login failure,WARNING,1625962498471,1625962509471,11.0,True,False
gaia-32d15f585421d1cc,5173,mobservice1,login failure,WARNING,1625963075621,1625963086621,11.0,True,False
gaia-97269d88d8bcdce3,5174,mobservice1,login failure,WARNING,1625963218476,1625963229476,11.0,True,False
gaia-8ab8ee61fda7439a,5175,mobservice1,login failure,WARNING,1625964124078,1625964135078,11.0,True,False
gaia-fa73f7d8788b1968,5176,mobservice1,login failure,WARNING,1625964282513,1625964293513,11.0,True,False
gaia-c994991d6eff04cb,5177,mobservice1,login failure,WARNING,1625964579836,1625964590836,11.0,True,False
gaia-75d02fe7e7a82afa,5178,mobservice1,login failure,WARNING,1625964814732,1625964825732,11.0,True,False
gaia-896aa9d7ff342466,5179,mobservice1,login failure,WARNING,1625964818352,1625964829352,11.0,True,False
gaia-8c0ee423d659f8c1,5180,mobservice1,login failure,WARNING,1625965247376,1625965258376,11.0,True,False
gaia-5e49cc588d9380cb,5181,mobservice1,login failure,WARNING,1625965331384,1625965342384,11.0,True,False
gaia-f3e6984e3c3d8eb1,5182,mobservice1,login failure,WARNING,1625965365182,1625965376182,11.0,True,False
gaia-e0ddf39ba8a62a29,5183,mobservice1,login failure,WARNING,1625965562717,1625965573717,11.0,True,False
gaia-2c48f00bc02e56d0,5184,mobservice1,login failure,WARNING,1625965960403,1625965971403,11.0,True,False
gaia-2e503dfe60f9185a,5185,mobservice1,login failure,WARNING,1625968595807,1625968606807,11.0,True,False
gaia-7e62e1c58795eedb,5186,mobservice1,login failure,WARNING,1625968874038,1625968885038,11.0,True,False
gaia-d31b293ed7e1a473,5187,mobservice1,login failure,WARNING,1625969358451,1625969369451,11.0,True,False
gaia-99bd4ad047d41490,5188,mobservice1,login failure,WARNING,1625970003716,1625970014716,11.0,True,False
gaia-c2e9819ad446549d,5189,mobservice1,login failure,WARNING,1625970391436,1625970402436,11.0,True,False
gaia-41d425349f1b61b9,5190,mobservice1,login failure,WARNING,1625970448143,1625970459143,11.0,True,False
gaia-783524d868141a2c,5191,mobservice1,login failure,WARNING,1625971654368,1625971665368,11.0,True,False
gaia-97151ec305091d85,5192,mobservice1,login failure,WARNING,1625972058744,1625972069744,11.0,True,False
gaia-a3e2c642f9583b4a,5193,mobservice1,login failure,WARNING,1625972597504,1625972608504,11.0,True,False
gaia-882b55bd3d89195a,5194,mobservice1,login failure,WARNING,1625972630648,1625972641648,11.0,True,False
gaia-90bc222ae6e3d432,5195,mobservice1,login failure,WARNING,1625972691503,1625972702503,11.0,True,False
gaia-902fe9820aabd37e,5196,mobservice1,login failure,WARNING,1625972778156,1625972789156,11.0,True,False
gaia-cf9a5145a4d0acac,5197,mobservice1,login failure,WARNING,1625973370104,1625973381104,11.0,True,False
gaia-e5fd1ee1aa7a866b,5198,mobservice1,login failure,WARNING,1625973985016,1625973996016,11.0,True,False
gaia-69b5686598626cfe,5199,mobservice1,login failure,WARNING,1625974114804,1625974125804,11.0,True,False
gaia-e755c93387fe74f9,5200,mobservice1,login failure,WARNING,1625974292933,1625974303933,11.0,True,False
gaia-50cf6b7fd5e57378,5201,mobservice1,login failure,WARNING,1625975421258,1625975432258,11.0,True,False
gaia-54b4e77d7178fdbf,5202,mobservice1,login failure,WARNING,1625975532281,1625975543281,11.0,True,False
gaia-175d31a21205446d,5203,mobservice1,login failure,WARNING,1625975602069,1625975613069,11.0,True,False
gaia-04f8bb73b7c79de0,5204,mobservice1,login failure,WARNING,1625975879686,1625975890686,11.0,True,False
gaia-b1ceb2ccc6599faa,5205,mobservice1,login failure,WARNING,1625976307260,1625976318260,11.0,True,False
gaia-8caedaf2fb728d87,5206,mobservice1,login failure,WARNING,1625976464196,1625976475196,11.0,True,False
gaia-db46ea2e1dcbc301,5207,mobservice1,login failure,WARNING,1625976487880,1625976498880,11.0,True,False
gaia-bcc9c05f997ede84,5208,mobservice1,login failure,WARNING,1625977031686,1625977042686,11.0,True,False
gaia-7c7feaec127bc66b,5209,mobservice1,login failure,WARNING,1625977095532,1625977106532,11.0,True,False
gaia-bc02ba7e168bc76d,5210,mobservice1,login failure,WARNING,1625977457076,1625977468076,11.0,True,False
gaia-68cd5d8aebf56d5f,5211,mobservice1,login failure,WARNING,1625977631649,1625977642649,11.0,True,False
gaia-3a79400dd9f57a71,5212,mobservice1,login failure,WARNING,1625979042829,1625979053829,11.0,True,False
gaia-a92ecf20900008dc,5213,mobservice1,login failure,WARNING,1625979392225,1625979403225,11.0,True,False
gaia-83a95f2837578e15,5214,mobservice1,login failure,WARNING,1625979452884,1625979463884,11.0,True,False
gaia-08025e1e9c30acdf,5215,mobservice1,login failure,WARNING,1625979550399,1625979561399,11.0,True,False
gaia-5c747381d9403ff8,5216,mobservice1,login failure,WARNING,1625979997128,1625980008128,11.0,True,False
gaia-3e7a08547b30ce33,5217,mobservice1,login failure,WARNING,1625980290403,1625980301403,11.0,True,False
gaia-eb13a43794d1a173,5218,mobservice1,login failure,WARNING,1625980582290,1625980593290,11.0,True,False
gaia-978e06d19a18d95d,5219,mobservice1,login failure,WARNING,1625980928373,1625980939373,11.0,True,False
gaia-d8365012eb2a9e85,5220,mobservice1,login failure,WARNING,1625981843337,1625981854337,11.0,True,False
gaia-4be2affca2b8dbe6,5221,mobservice1,login failure,WARNING,1625981876142,1625981887142,11.0,True,False
gaia-3c78b6225b396b8f,5222,mobservice1,login failure,WARNING,1625982540164,1625982551164,11.0,True,False
gaia-1ae7556029517cb5,5223,mobservice1,login failure,WARNING,1625982820983,1625982831983,11.0,True,False
gaia-b5b7c7e6da5298a9,5224,mobservice1,memory_anomalies,WARNING,1625982500306,1625983100306,600.0,True,False
gaia-c56bf6f1b4a0c5df,5225,mobservice1,login failure,WARNING,1625984232506,1625984243506,11.0,True,False
gaia-2d8d6ed0e1ac9bd5,5226,mobservice1,login failure,WARNING,1625984887732,1625984898732,11.0,True,False
gaia-0d0ec6983c2eb073,5227,mobservice1,login failure,WARNING,1625985087888,1625985098888,11.0,True,False
gaia-b042a3e65e24b592,5228,mobservice1,login failure,WARNING,1625985129797,1625985140797,11.0,True,False
gaia-072146356a7bfcad,5229,mobservice1,login failure,WARNING,1625985337068,1625985348068,11.0,True,False
gaia-9d21107244019a47,5230,mobservice1,login failure,WARNING,1625985676010,1625985687010,11.0,True,False
gaia-c9423f028a5c9cc5,5231,mobservice1,login failure,WARNING,1625985842360,1625985853360,11.0,True,False
gaia-eef299964e237a0f,5232,mobservice1,login failure,WARNING,1625985927700,1625985938700,11.0,True,False
gaia-e27196d1982e1928,5233,mobservice1,login failure,WARNING,1625985950109,1625985961109,11.0,True,False
gaia-2a6b6b37514ea4f8,5234,mobservice1,login failure,WARNING,1625986020852,1625986031852,11.0,True,False
gaia-4e225b3d5d970b5e,5235,mobservice1,login failure,WARNING,1625986053281,1625986064281,11.0,True,False
gaia-7cc8f3a9800cec6d,5236,mobservice1,login failure,WARNING,1625986128326,1625986139326,11.0,True,False
gaia-2adfba987153d1fd,5237,mobservice1,login failure,WARNING,1625986499188,1625986510188,11.0,True,False
gaia-8f5db903b7a70905,5238,mobservice1,login failure,WARNING,1625986642360,1625986653360,11.0,True,False
gaia-809fb65e59f5fb1b,5239,mobservice1,login failure,WARNING,1625986652759,1625986663759,11.0,True,False
gaia-14d3f16034e50be5,5240,mobservice1,login failure,WARNING,1625986786234,1625986797234,11.0,True,False
gaia-e1dc55b62ba04da0,5241,mobservice1,login failure,WARNING,1625987151869,1625987162869,11.0,True,False
gaia-b40b0ca4ee034f16,5242,mobservice1,login failure,WARNING,1625987422935,1625987433935,11.0,True,False
gaia-f0add7f6ebefaf24,5243,mobservice1,login failure,WARNING,1625988168584,1625988179584,11.0,True,False
gaia-03a1f27cc50d9836,5244,mobservice1,login failure,WARNING,1625988339550,1625988350550,11.0,True,False
gaia-11ebd0b4958504bb,5245,mobservice1,login failure,WARNING,1625988388433,1625988399433,11.0,True,False
gaia-18e8111a82ccfd55,5246,mobservice1,login failure,WARNING,1625988682545,1625988693545,11.0,True,False
gaia-687bce6442cdf46e,5247,mobservice1,login failure,WARNING,1625988720769,1625988731769,11.0,True,False
gaia-e68a7ac48efeddae,5248,mobservice1,login failure,WARNING,1625989088507,1625989099507,11.0,True,False
gaia-b7a9c85a1b777f4b,5249,mobservice1,login failure,WARNING,1625990038420,1625990049420,11.0,True,False
gaia-aa5b5ada5fe20113,5250,mobservice1,login failure,WARNING,1625990646695,1625990657695,11.0,True,False
gaia-90253808893b86df,5251,mobservice1,login failure,WARNING,1625990834114,1625990845114,11.0,True,False
gaia-ae9f9c347f2aa542,5252,mobservice1,login failure,WARNING,1625990902976,1625990913976,11.0,True,False
gaia-e67e223ed89c66d1,5253,mobservice1,login failure,WARNING,1625991206112,1625991217112,11.0,True,False
gaia-7b91186d787f93a2,5254,mobservice1,login failure,WARNING,1625992769844,1625992780844,11.0,True,False
gaia-919500e7351d83af,5255,mobservice1,login failure,WARNING,1625993039431,1625993050431,11.0,True,False
gaia-121827f311e5c581,5256,mobservice1,login failure,WARNING,1625993350663,1625993361663,11.0,True,False
gaia-021351094c8ec0ec,5257,mobservice1,memory_anomalies,WARNING,1625993792482,1625994392482,600.0,True,False
gaia-d384888c21290f6c,5258,mobservice1,login failure,WARNING,1625994653666,1625994664666,11.0,True,False
gaia-dbe8ed3ec66769fc,5259,mobservice1,login failure,WARNING,1625994676927,1625994687927,11.0,True,False
gaia-fe0ad2bd7265e23e,5260,mobservice1,login failure,WARNING,1625994725905,1625994736905,11.0,True,False
gaia-88d2f90e7e35d700,5261,mobservice1,login failure,WARNING,1625994871340,1625994882340,11.0,True,False
gaia-8c0406b9e448dcc6,5262,mobservice1,login failure,WARNING,1625995218027,1625995229027,11.0,True,False
gaia-02bb5ec48734713c,5263,mobservice1,login failure,WARNING,1625995560410,1625995571410,11.0,True,False
gaia-becada982034d716,5264,mobservice1,login failure,WARNING,1625995756849,1625995767849,11.0,True,False
