case_id,source_index,fault_type,labelled_service,service,level,start_ms,end_ms,duration_seconds,taxonomy_version,detector_domain,split,purge_reason
gaia-v3-01050,1050,login_failure,mobservice2,mobservice2,WARNING,1625306178848,1625306189848,11.0,gaia-v3-20260913,True,train,
gaia-v3-01051,1051,login_failure,mobservice2,mobservice2,WARNING,1625306474036,1625306485036,11.0,gaia-v3-20260913,True,train,
gaia-v3-01368,1368,login_failure,mobservice1,mobservice1,WARNING,1625306742098,1625306753098,11.0,gaia-v3-20260913,True,train,
gaia-v3-01052,1052,login_failure,mobservice2,mobservice2,WARNING,1625307215708,1625307226708,11.0,gaia-v3-20260913,True,train,
gaia-v3-01369,1369,login_failure,mobservice1,mobservice1,WARNING,1625307349533,1625307360533,11.0,gaia-v3-20260913,True,train,
gaia-v3-01053,1053,login_failure,mobservice2,mobservice2,WARNING,1625307634360,1625307645360,11.0,gaia-v3-20260913,True,train,
gaia-v3-01370,1370,login_failure,mobservice1,mobservice1,WARNING,1625307884382,1625307895382,11.0,gaia-v3-20260913,True,train,
gaia-v3-01371,1371,login_failure,mobservice1,mobservice1,WARNING,1625307969387,1625307980387,11.0,gaia-v3-20260913,True,train,
gaia-v3-01054,1054,login_failure,mobservice2,mobservice2,WARNING,1625308102103,1625308113103,11.0,gaia-v3-20260913,True,train,
gaia-v3-01372,1372,login_failure,mobservice1,mobservice1,WARNING,1625308164138,1625308175138,11.0,gaia-v3-20260913,True,train,
gaia-v3-01373,1373,login_failure,mobservice1,mobservice1,WARNING,1625308328012,1625308339012,11.0,gaia-v3-20260913,True,train,
gaia-v3-01055,1055,login_failure,mobservice2,mobservice2,WARNING,1625308341384,1625308352384,11.0,gaia-v3-20260913,True,train,
gaia-v3-01374,1374,login_failure,mobservice1,mobservice1,WARNING,1625308457137,1625308468137,11.0,gaia-v3-20260913,True,train,
gaia-v3-01056,1056,login_failure,mobservice2,mobservice2,WARNING,1625308570465,1625308581465,11.0,gaia-v3-20260913,True,train,
gaia-v3-01375,1375,login_failure,mobservice1,mobservice1,WARNING,1625309081069,1625309092069,11.0,gaia-v3-20260913,True,train,
gaia-v3-01057,1057,login_failure,mobservice2,mobservice2,WARNING,1625309169874,1625309180874,11.0,gaia-v3-20260913,True,train,
gaia-v3-01376,1376,login_failure,mobservice1,mobservice1,WARNING,1625309515721,1625309526721,11.0,gaia-v3-20260913,True,train,
gaia-v3-01058,1058,login_failure,mobservice2,mobservice2,WARNING,1625309698307,1625309709307,11.0,gaia-v3-20260913,True,train,
gaia-v3-01059,1059,login_failure,mobservice2,mobservice2,WARNING,1625309764502,1625309775502,11.0,gaia-v3-20260913,True,train,
gaia-v3-01060,1060,login_failure,mobservice2,mobservice2,WARNING,1625310072862,1625310083862,11.0,gaia-v3-20260913,True,train,
gaia-v3-01061,1061,login_failure,mobservice2,mobservice2,WARNING,1625310284053,1625310295053,11.0,gaia-v3-20260913,True,train,
gaia-v3-01062,1062,login_failure,mobservice2,mobservice2,WARNING,1625310288506,1625310299506,11.0,gaia-v3-20260913,True,train,
gaia-v3-01063,1063,login_failure,mobservice2,mobservice2,WARNING,1625310368221,1625310379221,11.0,gaia-v3-20260913,True,train,
gaia-v3-01377,1377,login_failure,mobservice1,mobservice1,WARNING,1625310656433,1625310667433,11.0,gaia-v3-20260913,True,train,
gaia-v3-01378,1378,login_failure,mobservice1,mobservice1,WARNING,1625310770589,1625310781589,11.0,gaia-v3-20260913,True,train,
gaia-v3-01379,1379,login_failure,mobservice1,mobservice1,WARNING,1625311024389,1625311035389,11.0,gaia-v3-20260913,True,train,
gaia-v3-01380,1380,login_failure,mobservice1,mobservice1,WARNING,1625311154740,1625311165740,11.0,gaia-v3-20260913,True,train,
gaia-v3-01064,1064,login_failure,mobservice2,mobservice2,WARNING,1625311408823,1625311419823,11.0,gaia-v3-20260913,True,train,
gaia-v3-01065,1065,login_failure,mobservice2,mobservice2,WARNING,1625311550884,1625311561884,11.0,gaia-v3-20260913,True,train,
gaia-v3-01381,1381,login_failure,mobservice1,mobservice1,WARNING,1625311601128,1625311612128,11.0,gaia-v3-20260913,True,train,
gaia-v3-01066,1066,login_failure,mobservice2,mobservice2,WARNING,1625311652164,1625311663164,11.0,gaia-v3-20260913,True,train,
gaia-v3-01382,1382,login_failure,mobservice1,mobservice1,WARNING,1625311678321,1625311689321,11.0,gaia-v3-20260913,True,train,
gaia-v3-01067,1067,login_failure,mobservice2,mobservice2,WARNING,1625311820026,1625311831026,11.0,gaia-v3-20260913,True,train,
gaia-v3-01383,1383,login_failure,mobservice1,mobservice1,WARNING,1625311837569,1625311848569,11.0,gaia-v3-20260913,True,train,
gaia-v3-01384,1384,login_failure,mobservice1,mobservice1,WARNING,1625311899925,1625311910925,11.0,gaia-v3-20260913,True,train,
gaia-v3-01385,1385,login_failure,mobservice1,mobservice1,WARNING,1625312161413,1625312172413,11.0,gaia-v3-20260913,True,train,
gaia-v3-01068,1068,login_failure,mobservice2,mobservice2,WARNING,1625312193378,1625312204378,11.0,gaia-v3-20260913,True,train,
gaia-v3-01069,1069,login_failure,mobservice2,mobservice2,WARNING,1625312354098,1625312365098,11.0,gaia-v3-20260913,True,train,
gaia-v3-01070,1070,login_failure,mobservice2,mobservice2,WARNING,1625312435256,1625312446256,11.0,gaia-v3-20260913,True,train,
gaia-v3-01386,1386,login_failure,mobservice1,mobservice1,WARNING,1625312768496,1625312779496,11.0,gaia-v3-20260913,True,train,
gaia-v3-01071,1071,login_failure,mobservice2,mobservice2,WARNING,1625312890875,1625312901875,11.0,gaia-v3-20260913,True,train,
gaia-v3-01072,1072,login_failure,mobservice2,mobservice2,WARNING,1625312917364,1625312928364,11.0,gaia-v3-20260913,True,train,
gaia-v3-01073,1073,login_failure,mobservice2,mobservice2,WARNING,1625313036153,1625313047153,11.0,gaia-v3-20260913,True,train,
gaia-v3-01074,1074,login_failure,mobservice2,mobservice2,WARNING,1625313080146,1625313091146,11.0,gaia-v3-20260913,True,train,
gaia-v3-01075,1075,login_failure,mobservice2,mobservice2,WARNING,1625313435847,1625313446847,11.0,gaia-v3-20260913,True,train,
gaia-v3-01387,1387,login_failure,mobservice1,mobservice1,WARNING,1625313644006,1625313655006,11.0,gaia-v3-20260913,True,train,
gaia-v3-01076,1076,login_failure,mobservice2,mobservice2,WARNING,1625314137888,1625314148888,11.0,gaia-v3-20260913,True,train,
gaia-v3-01077,1077,login_failure,mobservice2,mobservice2,WARNING,1625314455075,1625314466075,11.0,gaia-v3-20260913,True,train,
gaia-v3-01078,1078,login_failure,mobservice2,mobservice2,WARNING,1625314507296,1625314518296,11.0,gaia-v3-20260913,True,train,
gaia-v3-01079,1079,login_failure,mobservice2,mobservice2,WARNING,1625314582226,1625314593226,11.0,gaia-v3-20260913,True,train,
gaia-v3-01388,1388,login_failure,mobservice1,mobservice1,WARNING,1625314724794,1625314735794,11.0,gaia-v3-20260913,True,train,
gaia-v3-01389,1389,login_failure,mobservice1,mobservice1,WARNING,1625314790695,1625314801695,11.0,gaia-v3-20260913,True,train,
gaia-v3-01080,1080,login_failure,mobservice2,mobservice2,WARNING,1625315649864,1625315660864,11.0,gaia-v3-20260913,True,train,
gaia-v3-01390,1390,login_failure,mobservice1,mobservice1,WARNING,1625315756965,1625315767965,11.0,gaia-v3-20260913,True,train,
gaia-v3-01081,1081,login_failure,mobservice2,mobservice2,WARNING,1625316143819,1625316154819,11.0,gaia-v3-20260913,True,train,
gaia-v3-01082,1082,login_failure,mobservice2,mobservice2,WARNING,1625316163247,1625316174247,11.0,gaia-v3-20260913,True,train,
gaia-v3-01083,1083,login_failure,mobservice2,mobservice2,WARNING,1625316800396,1625316811396,11.0,gaia-v3-20260913,True,train,
gaia-v3-01391,1391,login_failure,mobservice1,mobservice1,WARNING,1625316897410,1625316908410,11.0,gaia-v3-20260913,True,train,
gaia-v3-01084,1084,login_failure,mobservice2,mobservice2,WARNING,1625317146032,1625317157032,11.0,gaia-v3-20260913,True,train,
gaia-v3-01085,1085,login_failure,mobservice2,mobservice2,WARNING,1625317523601,1625317534601,11.0,gaia-v3-20260913,True,train,
gaia-v3-01392,1392,login_failure,mobservice1,mobservice1,WARNING,1625317667541,1625317678541,11.0,gaia-v3-20260913,True,train,
gaia-v3-01086,1086,login_failure,mobservice2,mobservice2,WARNING,1625317716629,1625317727629,11.0,gaia-v3-20260913,True,train,
gaia-v3-01087,1087,login_failure,mobservice2,mobservice2,WARNING,1625317753120,1625317764120,11.0,gaia-v3-20260913,True,train,
gaia-v3-01088,1088,login_failure,mobservice2,mobservice2,WARNING,1625317807034,1625317818034,11.0,gaia-v3-20260913,True,train,
gaia-v3-01089,1089,login_failure,mobservice2,mobservice2,WARNING,1625317828441,1625317839441,11.0,gaia-v3-20260913,True,train,
gaia-v3-01090,1090,login_failure,mobservice2,mobservice2,WARNING,1625317862984,1625317873984,11.0,gaia-v3-20260913,True,train,
gaia-v3-01393,1393,login_failure,mobservice1,mobservice1,WARNING,1625317930176,1625317941176,11.0,gaia-v3-20260913,True,train,
gaia-v3-01394,1394,login_failure,mobservice1,mobservice1,WARNING,1625318006405,1625318017405,11.0,gaia-v3-20260913,True,train,
gaia-v3-01091,1091,login_failure,mobservice2,mobservice2,WARNING,1625318118940,1625318129940,11.0,gaia-v3-20260913,True,train,
gaia-v3-01395,1395,login_failure,mobservice1,mobservice1,WARNING,1625318262949,1625318273949,11.0,gaia-v3-20260913,True,train,
gaia-v3-01092,1092,login_failure,mobservice2,mobservice2,WARNING,1625318591373,1625318602373,11.0,gaia-v3-20260913,True,train,
gaia-v3-01396,1396,login_failure,mobservice1,mobservice1,WARNING,1625318655197,1625318666197,11.0,gaia-v3-20260913,True,train,
gaia-v3-01397,1397,login_failure,mobservice1,mobservice1,WARNING,1625318773475,1625318784475,11.0,gaia-v3-20260913,True,train,
gaia-v3-01093,1093,login_failure,mobservice2,mobservice2,WARNING,1625318814252,1625318825252,11.0,gaia-v3-20260913,True,train,
gaia-v3-01094,1094,login_failure,mobservice2,mobservice2,WARNING,1625318913366,1625318924366,11.0,gaia-v3-20260913,True,train,
gaia-v3-01095,1095,login_failure,mobservice2,mobservice2,WARNING,1625318968546,1625318979546,11.0,gaia-v3-20260913,True,train,
gaia-v3-01398,1398,login_failure,mobservice1,mobservice1,WARNING,1625318997703,1625319008703,11.0,gaia-v3-20260913,True,train,
gaia-v3-01399,1399,login_failure,mobservice1,mobservice1,WARNING,1625319190015,1625319201015,11.0,gaia-v3-20260913,True,train,
gaia-v3-01400,1400,login_failure,mobservice1,mobservice1,WARNING,1625319402127,1625319413127,11.0,gaia-v3-20260913,True,train,
gaia-v3-01096,1096,login_failure,mobservice2,mobservice2,WARNING,1625319435728,1625319446728,11.0,gaia-v3-20260913,True,train,
gaia-v3-01097,1097,login_failure,mobservice2,mobservice2,WARNING,1625319486723,1625319497723,11.0,gaia-v3-20260913,True,train,
gaia-v3-01401,1401,login_failure,mobservice1,mobservice1,WARNING,1625320038691,1625320049691,11.0,gaia-v3-20260913,True,train,
gaia-v3-01098,1098,login_failure,mobservice2,mobservice2,WARNING,1625320077664,1625320088664,11.0,gaia-v3-20260913,True,train,
gaia-v3-01402,1402,login_failure,mobservice1,mobservice1,WARNING,1625320156343,1625320167343,11.0,gaia-v3-20260913,True,train,
gaia-v3-01403,1403,login_failure,mobservice1,mobservice1,WARNING,1625320750011,1625320761011,11.0,gaia-v3-20260913,True,train,
gaia-v3-01404,1404,login_failure,mobservice1,mobservice1,WARNING,1625321336091,1625321347091,11.0,gaia-v3-20260913,True,train,
gaia-v3-01099,1099,login_failure,mobservice2,mobservice2,WARNING,1625321341837,1625321352837,11.0,gaia-v3-20260913,True,train,
gaia-v3-01100,1100,login_failure,mobservice2,mobservice2,WARNING,1625321370897,1625321381897,11.0,gaia-v3-20260913,True,train,
gaia-v3-01405,1405,login_failure,mobservice1,mobservice1,WARNING,1625321405989,1625321416989,11.0,gaia-v3-20260913,True,train,
gaia-v3-01101,1101,login_failure,mobservice2,mobservice2,WARNING,1625321528434,1625321539434,11.0,gaia-v3-20260913,True,train,
gaia-v3-01406,1406,login_failure,mobservice1,mobservice1,WARNING,1625321565107,1625321576107,11.0,gaia-v3-20260913,True,train,
gaia-v3-01407,1407,login_failure,mobservice1,mobservice1,WARNING,1625321583553,1625321594553,11.0,gaia-v3-20260913,True,train,
gaia-v3-01102,1102,login_failure,mobservice2,mobservice2,WARNING,1625321643570,1625321654570,11.0,gaia-v3-20260913,True,train,
gaia-v3-01103,1103,login_failure,mobservice2,mobservice2,WARNING,1625321678791,1625321689791,11.0,gaia-v3-20260913,True,train,
gaia-v3-01408,1408,login_failure,mobservice1,mobservice1,WARNING,1625321870107,1625321881107,11.0,gaia-v3-20260913,True,train,
gaia-v3-01104,1104,login_failure,mobservice2,mobservice2,WARNING,1625321913056,1625321924056,11.0,gaia-v3-20260913,True,train,
gaia-v3-01105,1105,login_failure,mobservice2,mobservice2,WARNING,1625321967168,1625321978168,11.0,gaia-v3-20260913,True,train,
gaia-v3-01106,1106,login_failure,mobservice2,mobservice2,WARNING,1625322191745,1625322202745,11.0,gaia-v3-20260913,True,train,
gaia-v3-01107,1107,login_failure,mobservice2,mobservice2,WARNING,1625322225786,1625322236786,11.0,gaia-v3-20260913,True,train,
gaia-v3-01409,1409,login_failure,mobservice1,mobservice1,WARNING,1625322250719,1625322261719,11.0,gaia-v3-20260913,True,train,
gaia-v3-01108,1108,login_failure,mobservice2,mobservice2,WARNING,1625322563946,1625322574946,11.0,gaia-v3-20260913,True,train,
gaia-v3-01410,1410,login_failure,mobservice1,mobservice1,WARNING,1625322613157,1625322624157,11.0,gaia-v3-20260913,True,train,
gaia-v3-01109,1109,login_failure,mobservice2,mobservice2,WARNING,1625322785226,1625322796226,11.0,gaia-v3-20260913,True,train,
gaia-v3-01110,1110,login_failure,mobservice2,mobservice2,WARNING,1625322844027,1625322855027,11.0,gaia-v3-20260913,True,train,
gaia-v3-01411,1411,login_failure,mobservice1,mobservice1,WARNING,1625323049337,1625323060337,11.0,gaia-v3-20260913,True,train,
gaia-v3-01412,1412,login_failure,mobservice1,mobservice1,WARNING,1625323093152,1625323104152,11.0,gaia-v3-20260913,True,train,
gaia-v3-01413,1413,login_failure,mobservice1,mobservice1,WARNING,1625323118160,1625323129160,11.0,gaia-v3-20260913,True,train,
gaia-v3-01111,1111,login_failure,mobservice2,mobservice2,WARNING,1625323174144,1625323185144,11.0,gaia-v3-20260913,True,train,
gaia-v3-01112,1112,login_failure,mobservice2,mobservice2,WARNING,1625323273892,1625323284892,11.0,gaia-v3-20260913,True,train,
gaia-v3-01113,1113,login_failure,mobservice2,mobservice2,WARNING,1625323395975,1625323406975,11.0,gaia-v3-20260913,True,train,
gaia-v3-01414,1414,login_failure,mobservice1,mobservice1,WARNING,1625323584759,1625323595759,11.0,gaia-v3-20260913,True,train,
gaia-v3-01415,1415,login_failure,mobservice1,mobservice1,WARNING,1625323862124,1625323873124,11.0,gaia-v3-20260913,True,train,
gaia-v3-01416,1416,login_failure,mobservice1,mobservice1,WARNING,1625323889943,1625323900943,11.0,gaia-v3-20260913,True,train,
gaia-v3-01417,1417,login_failure,mobservice1,mobservice1,WARNING,1625323915690,1625323926690,11.0,gaia-v3-20260913,True,train,
gaia-v3-01114,1114,login_failure,mobservice2,mobservice2,WARNING,1625324088003,1625324099003,11.0,gaia-v3-20260913,True,train,
gaia-v3-01115,1115,login_failure,mobservice2,mobservice2,WARNING,1625324222705,1625324233705,11.0,gaia-v3-20260913,True,train,
gaia-v3-01418,1418,login_failure,mobservice1,mobservice1,WARNING,1625324242693,1625324253693,11.0,gaia-v3-20260913,True,train,
gaia-v3-01420,1420,memory_anomalies,mobservice1,mobservice1,WARNING,1625324352899,1625324952899,600.0,gaia-v3-20260913,True,train,
gaia-v3-01116,1116,login_failure,mobservice2,mobservice2,WARNING,1625324401150,1625324412150,11.0,gaia-v3-20260913,True,train,
gaia-v3-01117,1117,login_failure,mobservice2,mobservice2,WARNING,1625324658429,1625324669429,11.0,gaia-v3-20260913,True,train,
gaia-v3-01419,1419,login_failure,mobservice1,mobservice1,WARNING,1625324801357,1625324812357,11.0,gaia-v3-20260913,True,train,
gaia-v3-01118,1118,login_failure,mobservice2,mobservice2,WARNING,1625324981328,1625324992328,11.0,gaia-v3-20260913,True,train,
gaia-v3-01421,1421,login_failure,mobservice1,mobservice1,WARNING,1625325024009,1625325035009,11.0,gaia-v3-20260913,True,train,
gaia-v3-01422,1422,login_failure,mobservice1,mobservice1,WARNING,1625325181880,1625325192880,11.0,gaia-v3-20260913,True,train,
gaia-v3-01423,1423,login_failure,mobservice1,mobservice1,WARNING,1625325215868,1625325226868,11.0,gaia-v3-20260913,True,train,
gaia-v3-01119,1119,login_failure,mobservice2,mobservice2,WARNING,1625325813369,1625325824369,11.0,gaia-v3-20260913,True,train,
gaia-v3-01120,1120,login_failure,mobservice2,mobservice2,WARNING,1625326018020,1625326029020,11.0,gaia-v3-20260913,True,train,
gaia-v3-01121,1121,login_failure,mobservice2,mobservice2,WARNING,1625326051176,1625326062176,11.0,gaia-v3-20260913,True,train,
gaia-v3-01122,1122,login_failure,mobservice2,mobservice2,WARNING,1625326455125,1625326466125,11.0,gaia-v3-20260913,True,train,
gaia-v3-01123,1123,login_failure,mobservice2,mobservice2,WARNING,1625326530967,1625326541967,11.0,gaia-v3-20260913,True,train,
gaia-v3-01424,1424,login_failure,mobservice1,mobservice1,WARNING,1625326863588,1625326874588,11.0,gaia-v3-20260913,True,train,
gaia-v3-01425,1425,login_failure,mobservice1,mobservice1,WARNING,1625326876057,1625326887057,11.0,gaia-v3-20260913,True,train,
gaia-v3-01124,1124,login_failure,mobservice2,mobservice2,WARNING,1625326927903,1625326938903,11.0,gaia-v3-20260913,True,train,
gaia-v3-01125,1125,login_failure,mobservice2,mobservice2,WARNING,1625327048083,1625327059083,11.0,gaia-v3-20260913,True,train,
gaia-v3-01126,1126,login_failure,mobservice2,mobservice2,WARNING,1625327168319,1625327179319,11.0,gaia-v3-20260913,True,train,
gaia-v3-00828,828,memory_anomalies,dbservice2,dbservice2,WARNING,1625327383049,1625327983049,600.0,gaia-v3-20260913,True,train,
gaia-v3-01127,1127,login_failure,mobservice2,mobservice2,WARNING,1625327436502,1625327447502,11.0,gaia-v3-20260913,True,train,
gaia-v3-01426,1426,login_failure,mobservice1,mobservice1,WARNING,1625327557801,1625327568801,11.0,gaia-v3-20260913,True,train,
gaia-v3-01128,1128,login_failure,mobservice2,mobservice2,WARNING,1625327657633,1625327668633,11.0,gaia-v3-20260913,True,train,
gaia-v3-01129,1129,login_failure,mobservice2,mobservice2,WARNING,1625327913819,1625327924819,11.0,gaia-v3-20260913,True,train,
gaia-v3-01427,1427,login_failure,mobservice1,mobservice1,WARNING,1625327921977,1625327932977,11.0,gaia-v3-20260913,True,train,
gaia-v3-01428,1428,login_failure,mobservice1,mobservice1,WARNING,1625327990632,1625328001632,11.0,gaia-v3-20260913,True,train,
gaia-v3-01477,1477,login_failure,mobservice2,mobservice2,WARNING,1625328408465,1625328419465,11.0,gaia-v3-20260913,True,train,
gaia-v3-01478,1478,login_failure,mobservice2,mobservice2,WARNING,1625328521732,1625328532732,11.0,gaia-v3-20260913,True,train,
gaia-v3-01479,1479,login_failure,mobservice2,mobservice2,WARNING,1625328576278,1625328587278,11.0,gaia-v3-20260913,True,train,
gaia-v3-01480,1480,login_failure,mobservice2,mobservice2,WARNING,1625328584262,1625328595262,11.0,gaia-v3-20260913,True,train,
gaia-v3-01756,1756,login_failure,mobservice1,mobservice1,WARNING,1625328621000,1625328632000,11.0,gaia-v3-20260913,True,train,
gaia-v3-01757,1757,login_failure,mobservice1,mobservice1,WARNING,1625329015320,1625329026320,11.0,gaia-v3-20260913,True,train,
gaia-v3-01481,1481,login_failure,mobservice2,mobservice2,WARNING,1625329070147,1625329081147,11.0,gaia-v3-20260913,True,train,
gaia-v3-01482,1482,login_failure,mobservice2,mobservice2,WARNING,1625329269456,1625329280456,11.0,gaia-v3-20260913,True,train,
gaia-v3-01483,1483,login_failure,mobservice2,mobservice2,WARNING,1625329310903,1625329321903,11.0,gaia-v3-20260913,True,train,
gaia-v3-01758,1758,login_failure,mobservice1,mobservice1,WARNING,1625329495440,1625329506440,11.0,gaia-v3-20260913,True,train,
gaia-v3-01484,1484,login_failure,mobservice2,mobservice2,WARNING,1625329734457,1625329745457,11.0,gaia-v3-20260913,True,train,
gaia-v3-01759,1759,login_failure,mobservice1,mobservice1,WARNING,1625329751576,1625329762576,11.0,gaia-v3-20260913,True,train,
gaia-v3-01485,1485,login_failure,mobservice2,mobservice2,WARNING,1625329878218,1625329889218,11.0,gaia-v3-20260913,True,train,
gaia-v3-01760,1760,login_failure,mobservice1,mobservice1,WARNING,1625330230534,1625330241534,11.0,gaia-v3-20260913,True,train,
gaia-v3-01761,1761,login_failure,mobservice1,mobservice1,WARNING,1625330231553,1625330242553,11.0,gaia-v3-20260913,True,train,
gaia-v3-01762,1762,login_failure,mobservice1,mobservice1,WARNING,1625330265089,1625330276089,11.0,gaia-v3-20260913,True,train,
gaia-v3-01486,1486,login_failure,mobservice2,mobservice2,WARNING,1625330279658,1625330290658,11.0,gaia-v3-20260913,True,train,
gaia-v3-01491,1491,memory_anomalies,mobservice2,mobservice2,WARNING,1625330294419,1625330894419,600.0,gaia-v3-20260913,True,train,
gaia-v3-01487,1487,login_failure,mobservice2,mobservice2,WARNING,1625330472720,1625330483720,11.0,gaia-v3-20260913,True,train,
gaia-v3-01488,1488,login_failure,mobservice2,mobservice2,WARNING,1625330553767,1625330564767,11.0,gaia-v3-20260913,True,train,
gaia-v3-01489,1489,login_failure,mobservice2,mobservice2,WARNING,1625330661173,1625330672173,11.0,gaia-v3-20260913,True,train,
gaia-v3-01763,1763,login_failure,mobservice1,mobservice1,WARNING,1625330749433,1625330760433,11.0,gaia-v3-20260913,True,train,
gaia-v3-01490,1490,login_failure,mobservice2,mobservice2,WARNING,1625330841763,1625330852763,11.0,gaia-v3-20260913,True,train,
gaia-v3-02059,2059,memory_anomalies,logservice1,logservice1,WARNING,1625330980288,1625331580288,600.0,gaia-v3-20260913,True,train,
gaia-v3-01492,1492,login_failure,mobservice2,mobservice2,WARNING,1625331232276,1625331243276,11.0,gaia-v3-20260913,True,train,
gaia-v3-01493,1493,login_failure,mobservice2,mobservice2,WARNING,1625331274277,1625331285277,11.0,gaia-v3-20260913,True,train,
gaia-v3-01494,1494,login_failure,mobservice2,mobservice2,WARNING,1625331418950,1625331429950,11.0,gaia-v3-20260913,True,train,
gaia-v3-01468,1468,file_moving,webservice2,webservice2,WARNING,1625331600640,1625332200640,600.0,gaia-v3-20260913,True,train,
gaia-v3-01764,1764,login_failure,mobservice1,mobservice1,WARNING,1625331637601,1625331648601,11.0,gaia-v3-20260913,True,train,
gaia-v3-01765,1765,login_failure,mobservice1,mobservice1,WARNING,1625332641972,1625332652972,11.0,gaia-v3-20260913,True,train,
gaia-v3-01766,1766,login_failure,mobservice1,mobservice1,WARNING,1625332679517,1625332690517,11.0,gaia-v3-20260913,True,train,
gaia-v3-01495,1495,login_failure,mobservice2,mobservice2,WARNING,1625332703017,1625332714017,11.0,gaia-v3-20260913,True,train,
gaia-v3-01496,1496,login_failure,mobservice2,mobservice2,WARNING,1625332768440,1625332779440,11.0,gaia-v3-20260913,True,train,
gaia-v3-01497,1497,login_failure,mobservice2,mobservice2,WARNING,1625332839394,1625332850394,11.0,gaia-v3-20260913,True,train,
gaia-v3-01767,1767,login_failure,mobservice1,mobservice1,WARNING,1625332869027,1625332880027,11.0,gaia-v3-20260913,True,train,
gaia-v3-01498,1498,login_failure,mobservice2,mobservice2,WARNING,1625333054892,1625333065892,11.0,gaia-v3-20260913,True,train,
gaia-v3-01499,1499,login_failure,mobservice2,mobservice2,WARNING,1625333219941,1625333230941,11.0,gaia-v3-20260913,True,train,
gaia-v3-01768,1768,login_failure,mobservice1,mobservice1,WARNING,1625333507064,1625333518064,11.0,gaia-v3-20260913,True,train,
gaia-v3-01500,1500,login_failure,mobservice2,mobservice2,WARNING,1625333585597,1625333596597,11.0,gaia-v3-20260913,True,train,
gaia-v3-01456,1456,memory_anomalies,dbservice2,dbservice2,WARNING,1625333657189,1625334257189,600.0,gaia-v3-20260913,True,train,
gaia-v3-01501,1501,login_failure,mobservice2,mobservice2,WARNING,1625333775393,1625333786393,11.0,gaia-v3-20260913,True,train,
gaia-v3-01502,1502,login_failure,mobservice2,mobservice2,WARNING,1625333874408,1625333885408,11.0,gaia-v3-20260913,True,train,
gaia-v3-01769,1769,login_failure,mobservice1,mobservice1,WARNING,1625333953036,1625333964036,11.0,gaia-v3-20260913,True,train,
gaia-v3-01770,1770,login_failure,mobservice1,mobservice1,WARNING,1625333975980,1625333986980,11.0,gaia-v3-20260913,True,train,
gaia-v3-01771,1771,login_failure,mobservice1,mobservice1,WARNING,1625334202853,1625334213853,11.0,gaia-v3-20260913,True,train,
gaia-v3-01772,1772,login_failure,mobservice1,mobservice1,WARNING,1625334308837,1625334319837,11.0,gaia-v3-20260913,True,train,
gaia-v3-01773,1773,login_failure,mobservice1,mobservice1,WARNING,1625334530767,1625334541767,11.0,gaia-v3-20260913,True,train,
gaia-v3-01503,1503,login_failure,mobservice2,mobservice2,WARNING,1625334591399,1625334602399,11.0,gaia-v3-20260913,True,train,
gaia-v3-01504,1504,login_failure,mobservice2,mobservice2,WARNING,1625334618829,1625334629829,11.0,gaia-v3-20260913,True,train,
gaia-v3-01505,1505,login_failure,mobservice2,mobservice2,WARNING,1625334721509,1625334732509,11.0,gaia-v3-20260913,True,train,
gaia-v3-01506,1506,login_failure,mobservice2,mobservice2,WARNING,1625334738272,1625334749272,11.0,gaia-v3-20260913,True,train,
gaia-v3-01507,1507,login_failure,mobservice2,mobservice2,WARNING,1625334856437,1625334867437,11.0,gaia-v3-20260913,True,train,
gaia-v3-01508,1508,login_failure,mobservice2,mobservice2,WARNING,1625334964151,1625334975151,11.0,gaia-v3-20260913,True,train,
gaia-v3-01774,1774,login_failure,mobservice1,mobservice1,WARNING,1625335131621,1625335142621,11.0,gaia-v3-20260913,True,train,
gaia-v3-01509,1509,login_failure,mobservice2,mobservice2,WARNING,1625335514330,1625335525330,11.0,gaia-v3-20260913,True,train,
gaia-v3-01510,1510,login_failure,mobservice2,mobservice2,WARNING,1625335547977,1625335558977,11.0,gaia-v3-20260913,True,train,
gaia-v3-01511,1511,login_failure,mobservice2,mobservice2,WARNING,1625335640155,1625335651155,11.0,gaia-v3-20260913,True,train,
gaia-v3-01512,1512,login_failure,mobservice2,mobservice2,WARNING,1625335667998,1625335678998,11.0,gaia-v3-20260913,True,train,
gaia-v3-01775,1775,login_failure,mobservice1,mobservice1,WARNING,1625335793374,1625335804374,11.0,gaia-v3-20260913,True,train,
gaia-v3-01776,1776,login_failure,mobservice1,mobservice1,WARNING,1625335802934,1625335813934,11.0,gaia-v3-20260913,True,train,
gaia-v3-01777,1777,login_failure,mobservice1,mobservice1,WARNING,1625335922571,1625335933571,11.0,gaia-v3-20260913,True,train,
gaia-v3-01778,1778,login_failure,mobservice1,mobservice1,WARNING,1625335969357,1625335980357,11.0,gaia-v3-20260913,True,train,
gaia-v3-01779,1779,login_failure,mobservice1,mobservice1,WARNING,1625336022125,1625336033125,11.0,gaia-v3-20260913,True,train,
gaia-v3-01513,1513,login_failure,mobservice2,mobservice2,WARNING,1625336105316,1625336116316,11.0,gaia-v3-20260913,True,train,
gaia-v3-01514,1514,login_failure,mobservice2,mobservice2,WARNING,1625336213900,1625336224900,11.0,gaia-v3-20260913,True,train,
